Unnamed: 0.1,recruitment_title,url,career,education,due_date,company_name,jobs,skills,created_at,updated_at,company_id,company_size,company_introduction,company_sales,company_url,company_img_url,company_addr
297,[컴투스] [서머너즈워] 배경 컨셉원화 (신입/경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44358598,신입·경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
298,[컴투스] [서머너즈워:크로니클]컨텐츠 기획 및 번역데이터 관리 (신입/경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44358657,신입·경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
299,"[컴투스] 웹 프로그래머 (산후 대체 계약직, 사원 - 선임급)",https://www.jobkorea.co.kr//Recruit/GI_Read/44596491,경력,학력무관,06/28(금),㈜컴투스,웹개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
300,[컴투스] [서머너즈워:크로니클] 기획 데이터 버전 및 빌드 관리 (단기계약직),https://www.jobkorea.co.kr//Recruit/GI_Read/44358966,신입·경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
301,[컴투스] [컴투스프로야구 시리즈] QA 담당자 (계약직),https://www.jobkorea.co.kr//Recruit/GI_Read/44359020,신입·경력,학력무관,06/28(금),㈜컴투스,"QA,데이터사이언티스트",명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
302,[컴투스] 데이터 분석 및 기획 담당자 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44359306,경력,명시되어있지않음,06/28(금),㈜컴투스,"DBA,데이터사이언티스트",명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
303,[컴투스] [컴프야2024/MLB라이벌/컴프야V24] 모바일 게임 서버 프로그래머 (신입/경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44359860,신입·경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
304,[컴투스] [서머너즈워] 캐릭터 컨셉원화 (신입/경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44358523,신입·경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
305,[컴투스]SRE/DevOps 엔지니어 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44368882,경력,명시되어있지않음,06/28(금),㈜컴투스,웹개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
306,[컴투스] [컴프야2024/MLB라이벌/컴프야V24] 캐릭터모델러 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44359877,경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
307,[컴투스홀딩스] 블록체인 개발자 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44363929,경력,명시되어있지않음,06/28(금),㈜컴투스,블록체인개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
308,[컴투스] 서머너즈워 차기 RPG 이펙터 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44517132,경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
309,[컴투스] 웹 프로그래머 (책임 - 차석급),https://www.jobkorea.co.kr//Recruit/GI_Read/44596352,경력,명시되어있지않음,06/28(금),㈜컴투스,"웹개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
310,[컴투스플랫폼] AI 엔지니어 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44554286,경력,대졸이상,06/28(금),㈜컴투스,머신러닝엔지니어,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
311,[컴투스플랫폼] 미디어 서비스 개발자 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44554245,경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
312,[컴투스홀딩스] 컴투스그룹 사내 시스템 운영 및 관리 담당자 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44539675,경력,명시되어있지않음,06/28(금),㈜컴투스,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
313,[컴투스 그룹] 각 부문별 경력/신입 인재채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44543453,신입·경력,학력무관,05/31(금),㈜컴투스,"웹개발자,시스템엔지니어,소프트웨어개발자,웹퍼블리셔,DBA,게임개발자,앱개발자,네트워크엔지니어,프론트엔드개발자","android,ar,c,css,html,html5,ios,java,mssql,mysql,sql,window,linux,3dsmax,illustrator,photoshop,프리미어",2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
314,[컴투스] 서머너즈워 차기 RPG 캐릭터 컨셉 아티스트 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44516891,경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
315,[컴투스] 서머너즈워 차기 RPG 배경모델러 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44516821,경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
316,[컴투스] 서머너즈워 차기 RPG 개발PM (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44516547,경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
317,[컴투스][컴투스프로야구 시리즈] QA 담당자 (계약직),https://www.jobkorea.co.kr//Recruit/GI_Read/44487363,신입·경력,학력무관,06/28(금),㈜컴투스,QA,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
318,[컴투스][서머너즈워:크로니클] 시스템/밸런스 기획 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44368819,경력,명시되어있지않음,06/28(금),㈜컴투스,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
319,[컴투스] TA실 테크니컬 아티스트 (신입/경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44539590,신입·경력,명시되어있지않음,06/28(금),㈜컴투스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477737+09,2024-05-10 11:29:05.477738+09,3481.0,중견기업,,7722억원,http://com2us.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/21/JK_CO_JZRxW2E21122119144073.png?v=202405031736,"서울금천구가산디지털1로131(가산동,BYCHIGHCITY)A동"
320,[스마일게이트 홀딩스] [개발] 사내시스템 Technical Architect 담당,https://www.jobkorea.co.kr//Recruit/GI_Read/44555084,경력 (10년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
321,[스마일게이트 홀딩스] [개발] 사내 시스템 개발 및 운영(Front-End),https://www.jobkorea.co.kr//Recruit/GI_Read/44636581,경력 (7년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
322,[스마일게이트 엔터테인먼트] [AI센터] AI 서비스 개발 - 백엔드,https://www.jobkorea.co.kr//Recruit/GI_Read/44556560,경력 (3년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
323,[스마일게이트 홀딩스] [개발] 사내 시스템 개발 및 운영 담당,https://www.jobkorea.co.kr//Recruit/GI_Read/44555042,경력 (3년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
324,[스마일게이트 Futurelab] 창의학습 APP 개발(프론트) 담당,https://www.jobkorea.co.kr//Recruit/GI_Read/44555171,경력 (3년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,"앱개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
325,[스마일게이트 홀딩스] [개발] 그룹 데이터 플랫폼 개발 및 운영,https://www.jobkorea.co.kr//Recruit/GI_Read/44578024,경력 (5년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,웹개발자,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
326,[스마일게이트 엔터테인먼트] [AI센터] 비전 관련 생성모델 연구개발 담당,https://www.jobkorea.co.kr//Recruit/GI_Read/44556517,경력 (2년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
327,[스마일게이트 엔터테인먼트] [AI센터] 캐릭터 모델링 담당(아르바이트),https://www.jobkorea.co.kr//Recruit/GI_Read/44592516,경력무관,학력무관,05/31(금),㈜스마일게이트홀딩스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
328,[스마일게이트 엔터테인먼트] [AI센터] AI 서비스 개발 - 프론트엔드,https://www.jobkorea.co.kr//Recruit/GI_Read/44556549,경력 (3년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,게임개발자,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
329,[스마일게이트 홀딩스] [개발] IT 인프라 및 협업시스템 총괄 담당 (실장급),https://www.jobkorea.co.kr//Recruit/GI_Read/44556232,경력 (15년이상),학력무관,05/31(금),㈜스마일게이트홀딩스,네트워크엔지니어,명시되어있지않음,2024-05-10 11:29:05.477848+09,2024-05-10 11:29:05.477849+09,3488.0,중견기업,,명시되어있지않음,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/2h98x00bXw_lGtnvd6m2q3m22w0hxVaRj_puje5sxw.gif?v=202405031736&hash=r&serviceCode=CL,"경기성남시분당구삼평동673안랩,쏠리드"
330,[모비릭스] QA팀 신입/경력직원 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44631354,신입·경력,학력무관,07/07(일),㈜모비릭스,QA,명시되어있지않음,2024-05-10 11:29:05.477927+09,2024-05-10 11:29:05.477929+09,3493.0,중소기업,,706억,http://www.mobirix.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2016/12/2r1ru007Pg_dWdo2f3j2yg0duMaSl_cwug.gif?v=202405031737&hash=r&serviceCode=CL,"서울금천구가산디지털1로186(가산동,제이플라츠)604-607호,901호,902호일부,1401호"
331,[iGaming] 웹 프론트엔드 개발자(Angular) 계약직 채용(경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44624456,경력 (5년이상),학력무관,07/06(토),㈜더블유게임즈,"프론트엔드개발자,웹개발자,웹퍼블리셔",명시되어있지않음,2024-05-10 11:29:05.477943+09,2024-05-10 11:29:05.477945+09,3494.0,중견기업,,6581억7천만원,http://www.doubleugames.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2014/13/2g5qw009Dk_mGxnja2p3g29k0fwFcOb_xr4wwk.jpg?v=202405031737&hash=r&serviceCode=CL,"서울강남구테헤란로152(역삼동,강남파이낸스센터)13,16층"
332,모바일 게임 서버 개발자 채용 (경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44571943,경력 (3년이상),학력무관,06/28(금),㈜더블유게임즈,백엔드개발자,"aws,git,mongodb,node.js,redis,nest.js",2024-05-10 11:29:05.477943+09,2024-05-10 11:29:05.477945+09,3494.0,중견기업,,6581억7천만원,http://www.doubleugames.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2014/13/2g5qw009Dk_mGxnja2p3g29k0fwFcOb_xr4wwk.jpg?v=202405031737&hash=r&serviceCode=CL,"서울강남구테헤란로152(역삼동,강남파이낸스센터)13,16층"
333,[정보자산팀] IT인프라 담당자 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44359497,경력 (2년이상),초대졸이상,05/31(금),㈜한빛소프트,네트워크엔지니어,명시되어있지않음,2024-05-10 11:29:05.478028+09,2024-05-10 11:29:05.478029+09,3499.0,중소기업,,116억3천만원(2023.12.31),http://www.hanbitsoft.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2011/10/2a3va008Rq_fXkvjde3s2qq0eaYiUr_aw2aq.jpg?v=202405031737&hash=r&serviceCode=CL,"서울금천구가산디지털1로186(가산동,제이플라츠)15층1506호"
334,[외국계/게임사]게임 QA 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44193686,경력 (3년이상),학력무관,상시채용,(유)앤서스랩코리아,QA,명시되어있지않음,2024-05-10 11:29:05.478082+09,2024-05-10 11:29:05.478084+09,3502.0,중소기업,,451억,http://www.nsuslab.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/3/17/JK_CO_U7uoiMv22031714450775.jpg?v=202405031737,"서울강남구언주로609(논현동,팍스타워)"
335,[외국계/게임사]게임 개발자 모집(Developer),https://www.jobkorea.co.kr//Recruit/GI_Read/44193233,경력 (3년이상),학력무관,상시채용,(유)앤서스랩코리아,"소프트웨어개발자,게임개발자,DBA",".net,api,c#,css3,html5,java,javascript,mysql,python,sql",2024-05-10 11:29:05.478082+09,2024-05-10 11:29:05.478084+09,3502.0,중소기업,,451억,http://www.nsuslab.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/3/17/JK_CO_U7uoiMv22031714450775.jpg?v=202405031737,"서울강남구언주로609(논현동,팍스타워)"
336,[부산] 웹 퍼블리셔 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44217382,경력무관,학력무관,상시채용,㈜마상소프트,"프론트엔드개발자,웹개발자,웹퍼블리셔",명시되어있지않음,2024-05-10 11:29:05.478307+09,2024-05-10 11:29:05.478308+09,3515.0,중소기업,,100억,http://www.masangsoft.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/9/2819l007Ph_5W8j2c3326h0dlMnS6_0klh.png?v=202405031737&hash=r&serviceCode=CL,"부산해운대구우동센텀서로30,19층"
337,[부산] 3D캐릭터 아티스트,https://www.jobkorea.co.kr//Recruit/GI_Read/44290538,경력무관,학력무관,상시채용,㈜마상소프트,게임개발자,명시되어있지않음,2024-05-10 11:29:05.478307+09,2024-05-10 11:29:05.478308+09,3515.0,중소기업,,100억,http://www.masangsoft.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/9/2819l007Ph_5W8j2c3326h0dlMnS6_0klh.png?v=202405031737&hash=r&serviceCode=CL,"부산해운대구우동센텀서로30,19층"
338,"[부산] 웹 개발자(백엔드, 프론트)",https://www.jobkorea.co.kr//Recruit/GI_Read/44290400,경력무관,학력무관,상시채용,㈜마상소프트,"프론트엔드개발자,백엔드개발자,웹개발자",php,2024-05-10 11:29:05.478307+09,2024-05-10 11:29:05.478308+09,3515.0,중소기업,,100억,http://www.masangsoft.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/9/2819l007Ph_5W8j2c3326h0dlMnS6_0klh.png?v=202405031737&hash=r&serviceCode=CL,"부산해운대구우동센텀서로30,19층"
339,(주)플레이위드코리아 DBA 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44424712,신입·경력 (5년이상),대졸이상,상시채용,㈜플레이위드코리아,DBA,"aws,azure,mssql,mysql,rdbms,sql",2024-05-10 11:29:05.478386+09,2024-05-10 11:29:05.478388+09,3520.0,중소기업,,285억5천만원(2023.12.31),http://www.playwith.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/11/09/JK_CO_jpYfqFx22110911265652.png?v=202405031737,"서울서초구마방로60(양재동,동원에프앤비빌딩)동원에프엔비빌딩5층/6층/23층"
340,FY2024 채용연계형 국내대 인턴 공개채용(IT/Digital),https://www.jobkorea.co.kr//Recruit/GI_Read/44583335,신입,대졸이상(졸업예정자가능),05/14(화),한국투자증권(주),"프론트엔드개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.484181+09,2024-05-10 11:29:05.484183+09,3884.0,대기업,,22조8백억원(2023.12.31),https://securities.koreainvestment.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/12/2j5oc009Dk_aGdaul2a3q2vk0fcFqOc_jrsick.png?v=202405021620&hash=r&serviceCode=CL,"서울영등포구의사당대로88(여의도동,한국투자증권빌딩)20층채용교육부"
341,FY2024 채용연계형 국내대 인턴 공개채용(본사관리),https://www.jobkorea.co.kr//Recruit/GI_Read/44583307,신입,대졸이상(졸업예정자가능),05/14(화),한국투자증권(주),"프론트엔드개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.484181+09,2024-05-10 11:29:05.484183+09,3884.0,대기업,,22조8백억원(2023.12.31),https://securities.koreainvestment.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/12/2j5oc009Dk_aGdaul2a3q2vk0fcFqOc_jrsick.png?v=202405021620&hash=r&serviceCode=CL,"서울영등포구의사당대로88(여의도동,한국투자증권빌딩)20층채용교육부"
342,FY2024 채용연계형 국내대 인턴 공개채용(리서치),https://www.jobkorea.co.kr//Recruit/GI_Read/44583281,신입,대졸이상(졸업예정자가능),05/14(화),한국투자증권(주),"프론트엔드개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.484181+09,2024-05-10 11:29:05.484183+09,3884.0,대기업,,22조8백억원(2023.12.31),https://securities.koreainvestment.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/12/2j5oc009Dk_aGdaul2a3q2vk0fcFqOc_jrsick.png?v=202405021620&hash=r&serviceCode=CL,"서울영등포구의사당대로88(여의도동,한국투자증권빌딩)20층채용교육부"
