,company_name,company_id,review_text
0,아트앤팩토리,10813,1. 일하는거에 비해 월급이 너무적음 거의 최저임금 편의점알바보다 못벌어감 - 제작실이던 접수업무던 cs던 필요인원수만큼 인원이 차는걸 본적이없음. 제작직원한명이 1년내내 혼자하고 cs도 혼자함 근데 그걸혼자하는데 다른파트도 지원해줘야됌 잡일이 많음 - 그래놓고 연봉올려준다면서 10%도안올라감 - 야근은 많이시키지만 야근수당을 안줌. 포괄임금제를 악용하는 사례라고 생각됌  2. 차없으면 못감 월급은 적은데 기름값도 내돈주고 내고 내차 키로수만 늘어남  3. 대표의 꼰대마인드 면접때부터 대표가 발전가능성 등등등 뭔가를 말하는데 배워갈게없도 발전가능성이 1도없음  4. 가족같은 회사 진짜 가족같아서 가족이와서 일함;  이거외에도 적을건많은데 이걸보고도 입사할수있다면 해보셈
