,company_name,company_id,review_text
0,아이피플스,2026,단점 매우 많음. 임원들 집단 이지매 쩔지. 지들 의견에 반대하는 직원 무조건 협박. 야근만 하면 다행~;; 주말 출근은 일상. 쉼없이 연속 밤샘 ㅇㅇ. 단명하기 딱 좋은 회사. 일정 공유? 일절 없음. 구라 아님. 의리 야근이 절대적 매우 필수. 등산 강요 심함. 연차 사유 자세하지 않으면 반려시킴.
