,company_name,company_id,review_text
0,티디소프트,2787,토요일에도 근무하라고 하고 점심시간에도 눈치를 보아야 하며 전화는 오로지 직원의 몫인데 정작 제대로 상담을 할수 있는 방법을 안알려줌;;
