,company_name,company_id,review_text
0,브랜즈컴퍼니㈜,1225,"1.사무실 전화기가 없어서 개인 핸드폰으로 전화 및 문자 사용 해야함 2.직원이 청소함 (쓰레기 묶는거부터 분리수거 및 버리는거 까지 다함;;사무실 책상,바닥청소 다 해야함) 3.체계 잡힌지 얼마 되지 않은 회사로 보임, 어수선함 4.오전,오후 업무일지 작성해서 항상 보고해야함(감시 받는 느낌), 대표가 직원들 감시함 5.겉으로는 평화로운척 하지만 직원들 보면 각자도생처럼 보임, 일의 스트레스로 여기 저기 한숨이 들려옴, 매우 힘들어 하는걸로 보이며 표정보면 어두움, 신입이 적응하기에 어려운 구조 6.입퇴사자들이 잦아보임 7.점심 안줘서 도시락 싸가거나 사먹어야함(참고로 마곡역 주변 밥값이 비쌈) 8.이렇다할 와닿는 복지가 없음"
