,company_name,company_id,review_text
0,시나프디자인,13129,일단 모두 나이가 많아요 최소 40대 이상. 그래서 아직도 발주서 일일이 손으로 써서 종이를 보관해요. 너무 구시대적;; 이러다 종이 찢어지거나 잃어버리거나 수정하느라 지저분해지고 난리;; 사장 성격이 더럽게 급해요. 뭐만 하면 빨리하라고 들들 볶고 일을 줬으면 곧장해서 주길 바라고 그런 편. 고집도 쎄고 짠돌이 기질 있어서 발주품도 한번에 다 오게 하라해선 공장이랑 사무실에 잔뜩 쌓이기도 하고;; 사장 실장 부장 모두 의사소통 두절. 서로서로 의사소통 그냥 안하고 있다가 일 터지고 사장 난리나면 그제야 얘기 나와요. 사장이 욕 한바가지 날리고 서로 의사소통 하자... 이러고 끝. 또 얘기 안하고 자기들 일만 하고 난리나고의 반복. 짜디짠 월급... 연봉에 상여금 포함이라 월급 받으면 정말 눈물나요 연차는 없다고 생각하면 되요. 빨간날을 모두 연차로 빼버려서 1년에 꼴랑 2개 주던가... 일한지 3년마다 1개씩 지급한다고ㅋ
