company_id,company_name,news_title,news_text,news_url,posted_at
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+]엔에이치엔애드(주), 현대모비스(주), 코오롱베니트...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] PC/모바일 보드게임(고스톱) UI 디자이너 경력 채용"", 담당업무 : 웹디자인, 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력1년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업...",http://www.fintechpost.co.kr/news/articleView.html?idxno=77745,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] (주)케이씨씨건설, (주)넥슨코리아,엔에이치엔애드...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임사업기획 경력 채용"", 담당업무 : 경영·기획·전략, 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=34228,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] (주)에스원, (주)넥슨코리아, 현대자동차(주), SK케...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용 "", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=97840,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] (주)이둔, 비앤알(주), 엔아이티서비스 주식회사, (...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용"", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=99786,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] 씨제이프레시웨이(주), 인크루트(주), (주)교보문고...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용"", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=105404,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] 인크루트(주), (주)현대리바트, (주)셀트리온헬스케...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용"", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=104763,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] (주)에스원, SK건설(주), 대림산업, SK네트웍스(주)...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용"", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=100686,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] (주)버건비, (주)인터켐코리아, 굿센씨엠에스, , 게...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용"", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=100137,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] GS EPS(주), NHN, (주)세아제강, 대림산업, 한국공항...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] 게임기획 경력 채용"", 담당업무 : 게임(Game), 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력2년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업/취직정보사이트)...",http://www.fintechpost.co.kr/news/articleView.html?idxno=98642,
506,엔에이치엔스타피쉬,"[민간기업 일자리 정보+] LS엠트론(주), 엔아이티서비스 주식회사, 한국가스공...","▲ 채용회사명 :엔에이치엔스타피쉬(주), 채용공고명 : ""[NHN Starfish] PC/모바일 보드게임(고스톱) UI 디자이너 경력 채용"", 담당업무 : 웹디자인, 본사 또는 근무지 : 경기 성남시, 고용형태 : 정규직, 지원자격 : 경력1년↑|학력무관 , 입사지원서류 마감일자 : 채용시, 입사지원 문의처(취업·구인·구직 기업...",http://www.fintechpost.co.kr/news/articleView.html?idxno=78353,
