,industry,company_name,company_size,company_sales,company_url,company_img_url,company_addr
0,금융.은행업>캐피탈.대출,신한은행,대기업,35조2천억원(2023.12.31),http://www.shinhan.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/1/12/JK_CO_SRTQ9yy23011209165819.png?v=202405021528,서울중구태평로2가120번지대경빌딩5층
1,금융.은행업>캐피탈.대출,태강대부,대기업,557억9천만원(2023.12.31),http://www.cashbucks.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2009/2/2j56s009Dw_bGdv9a2n3p26w0fsFcOw_bn9psw.jpg?v=202405021528&hash=r&serviceCode=CL,서울종로구도렴동60도렴빌딩11층(주)태강대부
2,금융.은행업>캐피탈.대출,에스비아이인베스트먼트,대기업,263억95백만,http://sbik.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2011/12/2618n007Pa_0W5c2r3928a0dnMdS8_5fna.jpg?v=202405021528&hash=r&serviceCode=CL,서울강남구삼성동158-16NC타워14층
3,금융.은행업>캐피탈.대출,우리금융캐피탈㈜,명시되어있지않음,명시되어있지않음,https://www.woorifcapital.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/1/14/2r95d006Xz_iG7pw2r20z0cdViR3_2dz.jpg?v=202405021528&hash=r&serviceCode=CL,"서울강남구테헤란로301(역삼동,삼정빌딩)17층"
4,금융.은행업>캐피탈.대출,롯데캐피탈(주),대기업,"9,984억7천만원(2023.12.31)",http://www.lottecap.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/3/28/JK_CO_fOfgCbi22032812492273.jpg?v=202405021528,"서울강남구테헤란로142(역삼동,캐피탈타워)"
5,금융.은행업>캐피탈.대출,신한캐피탈(주),대기업,1조254억원(2023.12.31),http://www.shcap.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2012/6/2698p00bXp_pG2q2q6q263323p0hpVpRp_2q9q96pp.gif?v=202405021528&hash=r&serviceCode=CL,경기안산시단원구고잔2동530-1
6,금융.은행업>캐피탈.대출,미래에셋캐피탈,대기업,282억,http://capital.miraeasset.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2010/1/2i5nt009Dw_wGazwo2t3v2sw0ftFuOl_sngntw.jpg?v=202405021528&hash=r&serviceCode=CL,"서울중구을지로5길26(수하동,미래에셋센터원(MiraeAssetCENTER1))미래에셋센터원이스트타워19층"
7,금융.은행업>캐피탈.대출,비엔케이캐피탈(주),대기업,"1조1,974억원(2023.12.31)",http://www.bnkcapital.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2016/2/2i5ne009Df_wGahwo2t3v2sf0feFuOl_sxgnef.JPG?v=202405021528&hash=r&serviceCode=CL,부산부산진구새싹로1(부전동)부산은행부전동지점8층
8,금융.은행업>캐피탈.대출,㈜IBK캐피탈,대기업,"7,435억6천만원(2023.12.31)",http://www.ibkc.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2018/4/2832s008R-_4X1u6963321-0esY8U0_2-2s-.png?v=202405021528&hash=r&serviceCode=CL,"서울강남구테헤란로414(대치동,엘앤비타워)IBK캐피탈"
9,금융.은행업>캐피탈.대출,제이비우리캐피탈(주),대기업,"9,149억4천만원(2023.12.31)",http://www.wooricap.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2019/3/2r1qw00cPg_lWrttwhreqe4k2hg0iwMgSd_qwdjqs2wg.png?v=202405021528&hash=r&serviceCode=CL,서울영등포구여의도동24-4(여의나루로77)JB빌딩
10,금융.은행업>캐피탈.대출,KB캐피탈㈜,대기업,"2조2,649억원(2023.12.31)",https://www.kbcapital.co.kr/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2016/6/2j1xw007Pg_lWft2w3r2ig0dwMgSd_jwwg.jpg?v=202405021528&hash=r&serviceCode=CL,"서울서초구서초대로301(서초동,동익성봉빌딩)."
11,금융.은행업>캐피탈.대출,NH농협캐피탈,대기업,"7,974억4천만원(2023.12.31)",http://www.nhcapital.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/09/JK_CO_3ERt4eI23060913211674.jpg?v=202405021529,"서울영등포구국제금융로8길27-8(여의도동,엔에이치농협캐피탈빌딩)5~11층"
12,금융.은행업>캐피탈.대출,㈜다올저축은행,대기업,"4,056억8천만원(2023.12.31)",http://www.daolsb.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/3/25/JK_CO_HypSmt022032508531689.jpg?v=202405021529,"서울강남구테헤란로504(대치동,해성빌딩)"
13,금융.은행업>캐피탈.대출,한국투자캐피탈,대기업,"3,715억2천만원(2023.12.31)",http://www.kicf.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2015/11/2i5ny009Da_wGafwo2t3v2sa0fyFuOl_signya.gif?v=202405021529&hash=r&serviceCode=CL,"서울영등포구여의대로24(여의도동,전국경제인연합회회관)전경련빌딩8층"
