,industry,company_name,company_size,company_sales,company_url,company_img_url,company_addr
0,IT.정보통신업>IT컨설팅,㈜이랜드이노플,대기업,447억3천만원(2023.12.31),http://elandinnople.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/7/20/2k1om00cPe_jWndnqmznlc4d2ce0imMqSp_khhiuc2me.jpg?v=202405021819&hash=r&serviceCode=CL,"서울금천구가산디지털1로88(가산동,IT프리미어타워)17,18층이랜드이노플"
1,IT.정보통신업>IT컨설팅,에스코어,대기업계열사·자회사,1010억,https://www.s-core.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2011/7/2u3qk008Ro_yXwsdwh3x2co0ekYqUs_jt2ko.jpg?v=202405021819&hash=r&serviceCode=CL,"서울송파구올림픽로35길123(신천동,향군타워)13층"
2,IT.정보통신업>IT컨설팅,콘센트릭스서비스코리,중견기업,명시되어있지않음,http://www.concentrix.com/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2024/4/24/JK_CO_WTl88So24042410285766.png?v=202405021819,"서울강남구테헤란로509(삼성동,엔씨타워I)"
3,IT.정보통신업>IT컨설팅,아마존웹서비시즈코리아(유),외국계(외국법인기타),명시되어있지않음,https://aws.amazon.com/ko/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/11/01/JK_CO_4rGZiQS23110113250400.JPG?v=202405021819,"서울강남구테헤란로231(역삼동,센터필드)12층"
4,IT.정보통신업>IT컨설팅,㈜씨에스리,중소기업,214억6천만원(2023.12.31),http://www.cslee.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2013/9/2c34s008Rc_hXdu3yg3c24c0esYmUd_3f2sc.jpg?v=202405021819&hash=r&serviceCode=CL,"서울마포구월드컵북로396(상암동,누리꿈스퀘어)비즈니스타워8층"
5,IT.정보통신업>IT컨설팅,인피닉,중소기업,219억3천만원(2023.12.31),http://www.infiniq.co.kr,명시되어있지않음,"서울금천구가산디지털1로186,701호(가산동,제이플라츠)"
6,IT.정보통신업>IT컨설팅,㈜하이테커,중소기업,30억,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2014/4/2312v007Pf_6W2m2w3522f0dvMgS9_2xvf.jpg?v=202405021819&hash=r&serviceCode=CL,서울마포구서교동374-2신흥빌딩9층한국금융개발원
7,IT.정보통신업>IT컨설팅,레이풀시스템,중소기업,"10,649백만원",http://www.rayful.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2012/11/2z39j008Rq_xXhq8ok3g29q0ejYlUb_8w2jq.gif?v=202405021819&hash=r&serviceCode=CL,"경기과천시과천대로7길33(갈현동,디테크타워)A동1107호"
8,IT.정보통신업>IT컨설팅,(주)에이콘컴퍼니,중소기업,48억6천만원(2021.06.30),http://www.woorim.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/5/25/JK_CO_jigakq22052510022234.png?v=202405021819,"서울서초구강남대로27(양재동,AT센터)1302호"
9,IT.정보통신업>IT컨설팅,메타넷글로벌,외국계기업,명시되어있지않음,http://www.metanet.co.kr/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/2/2d39q008Rs_dXkw3uc3s24s0eqYsUi_8u2qs.PNG?v=202405021819&hash=r&serviceCode=CL,"서울강남구테헤란로134(역삼동,포스코P&S타워)10층"
