,industry,company_name,company_size,company_sales,company_url,company_img_url,company_addr
0,IT.정보통신업>포털.컨텐츠.커뮤니티,잡코리아(유),중견기업,명시되어있지않음,https://www.jobkorea.co.kr/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/6/23/JK_CO_kXmqMBL23062314335619.png?v=202405031418,서울서초구서초동1692-1동익성봉빌딩16~18층
1,IT.정보통신업>포털.컨텐츠.커뮤니티,(주)카카오,대기업,"2조4,995억원(2023.12.31)",http://www.kakaocorp.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/12/16/2v7pq00aRn_zKldafzno3j2wn0gqYeIm_vpnw2qn.gif?v=202405031418&hash=r&serviceCode=CL,경기성남시분당구삼평동681번지에이치스퀘어N동
2,IT.정보통신업>포털.컨텐츠.커뮤니티,두나무,중견기업,"9,862억8천만원(2023.12.31)",https://dunamu.com/careers/jobs,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2018/9/2t5ef009Ds_uGlxzg2f3s2xs0ffFxOy_gvfofs.png?v=202405031418&hash=r&serviceCode=CL,"서울서초구서초동369(서초동),DFTower"
3,IT.정보통신업>포털.컨텐츠.커뮤니티,(주)아이엠비씨,대기업계열사·자회사,445억7천만,http://corp.imbc.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/4/17/JK_CO_kifI5zJ23041710371772.jpg?v=202405031418,"서울마포구성암로255(상암동,(주)문화방송)미디어센터8층~10층"
4,IT.정보통신업>포털.컨텐츠.커뮤니티,구글코리아(유),외국계(외국법인기타),"3,448억5천만원(2022.12.31)",https://about.google,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/6/2516e007P0_9W0h26332200deM0S6_26e0.gif?v=202405031418&hash=r&serviceCode=CL,서울강남구역삼1동737강남파이낸스센터22층
5,IT.정보통신업>포털.컨텐츠.커뮤니티,메이크스타,중소기업,명시되어있지않음,https://makestarrecruit.oopy.io/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/2/24/JK_CO_0LR7RqI22022415020194.png?v=202405031418,서울강남구학동로23길29(논현동)전층
6,IT.정보통신업>포털.컨텐츠.커뮤니티,㈜컴파트너스,대기업,231억5천만원(2022.12.31),http://www.cpartners-corp.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2018/8/2330s008R-_4X4u9963625-0esY8U1_5-2s-.jpg?v=202405031418&hash=r&serviceCode=CL,"인천부평구경원대로1373(부평동,북인천우체국)7층"
7,IT.정보통신업>포털.컨텐츠.커뮤니티,(주)야놀자,중소기업,20억4천만,http://yanolja.in,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/11/22/2j7tm00aRz_xKjnlbkuc3o2uz0gmYtIk_awpx2mz.png?v=202405031418&hash=r&serviceCode=CL,서울특별시강남구테헤란로108길42(대치동)야놀자본사
8,IT.정보통신업>포털.컨텐츠.커뮤니티,빗썸코리아,중견기업,2185억,http://www.bithumb.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/3/14/JK_CO_AkAo9sE22031421360452.png?v=202405031418,"서울강남구테헤란로124(역삼동,삼원타워)15F~17F빗썸코리아"
9,IT.정보통신업>포털.컨텐츠.커뮤니티,㈜버킷플레이스,벤처기업,명시되어있지않음,http://bucketplace.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/11/27/2e9rm00bXf_yGvalrim2t3q2mf0hmViRj_bopvjhmf.png?v=202405031418&hash=r&serviceCode=CL,"서울서초구서초대로74길4(서초동,삼성생명서초타워)27층"
