,industry,company_name,company_size,company_sales,company_url,company_img_url,company_addr
0,문화.예술.디자인업>문화.공연.예술,씽크브릿지,중소기업,"8억6,218만원(2020.12.31)",http://www.thinkbridge.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2012/9/2654s009Dv_dG9v1i2f3020v0fsFaOy_5m5jsv.jpg?v=202405021913&hash=r&serviceCode=CL,서울강남구삼성동85-20
1,문화.예술.디자인업>문화.공연.예술,진앤진커뮤니케이션,중소기업,명시되어있지않음,http://www.jinnjin.com,명시되어있지않음,"서울송파구법원로128(문정동,문정에스케이브이원지엘메트로시티)B동919호"
2,문화.예술.디자인업>문화.공연.예술,스토바씨앤디,중소기업,268억8천만원(2018.12.31),명시되어있지않음,명시되어있지않음,"서울동대문구청계천로443,B동201호"
3,문화.예술.디자인업>문화.공연.예술,긍미래,중소기업,명시되어있지않음,https://www.gallerywhiteone.com/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/11/27/2l7ow00fRm_vKgzaanjsclt2l4j2um0lwYiIa_jnpvskajkpwm.png?v=202405021913&hash=r&serviceCode=CL,서울강남구청담동54-11
4,문화.예술.디자인업>문화.공연.예술,21그램,중소기업,명시되어있지않음,http://www.21grams.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/9/28/2x5a5009D4_tGf0cp2n3v2l40f5FbOw_s9qz54.png?v=202405021913&hash=r&serviceCode=CL,서울특별시성동구한림말길53(옥수동)지하1층
5,문화.예술.디자인업>문화.공연.예술,예술기획 My Stage,중소기업,"3억7,799만원(2021.12.31)",http://mystage.or.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2024/2/2896w00bXu_vGtu6n2q2m3523u0hwVxRp_jk3h9swu.gif?v=202405021913&hash=r&serviceCode=CL,"전북전주시완산구동문길50(풍남동1가)2층,202호"
6,문화.예술.디자인업>문화.공연.예술,디오르골씨어터컴퍼니,중소기업,명시되어있지않음,http://papaproduction.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2016/10/2e5nl009Dw_wGztwt2h3x2jw0flFlOe_fndnlw.jpg?v=202405021913&hash=r&serviceCode=CL,부산해운대구우동1468KNN타워지하1층KNN시어터
7,문화.예술.디자인업>문화.공연.예술,공연기획디쇼,중소기업,15억3천만원(2016.12.31),명시되어있지않음,명시되어있지않음,"서울은평구통일로71길2-1,4층409호"
8,문화.예술.디자인업>문화.공연.예술,어반플레이,중소기업,"7조6,065억원",http://urbanplay.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/2/19/2l7ue00aRl_nKtfnm0cb3p26l0geYhIj_sokp2el.PNG?v=202405021913&hash=r&serviceCode=CL,"서울서대문구연희로5길22(연희동)2,3층"
9,문화.예술.디자인업>문화.공연.예술,우리들의눈,비영리법인,명시되어있지않음,명시되어있지않음,명시되어있지않음,서울종로구북촌로5나길19(화동)우리들의눈
