,industry,company_name,company_size,company_sales,company_url,company_img_url,company_addr
0,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,아이루페,중소기업,"4억2,597만원(2018.12.31)",http://www.iloupe.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2011/10/2g9ta006Xl_fGjde2o2ml0caVkRb_2al.jpg?v=202405031143&hash=r&serviceCode=CL,서울영등포구여의도동라이프오피스텔1204호
1,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,㈜보고플레이,중소기업,"1,038억2천만원(2022.12.31)",https://www.vogoplay.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/3/08/JK_CO_zfra8JD22030816104516.gif?v=202405031143,"서울강남구테헤란로2길27(역삼동,패스트파이브빌딩)1503호"
2,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,이플,중소기업,명시되어있지않음,http://www.iplehouse.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2008/5/2g5xa009Dl_cGxifs2m3e2al0faFgOv_ztcaal.gif?v=202405031143&hash=r&serviceCode=CL,"서울서초구강남대로12길23-40(양재동,이플하우스)B1층,1층,2층"
3,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,에이치디아이엔씨,중소기업,13억,http://www.hdinc.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2015/11/2j9qn006Xp_dG2zq2p26p0cnVcRp_2np.jpg?v=202405031143&hash=r&serviceCode=CL,"서울영등포구경인로71길70(문래동5가,벽산디지털밸리)10층1004호"
4,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,티그린,중소기업,명시되어있지않음,http://www.4xr.co.kr/,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/11/13/2672v00aRp_aKjv6o9jc3322p0gvYlIa_0t9j2vp.JPG?v=202405031143&hash=r&serviceCode=CL,서울중구다산로14길12(신당동)티그린빌딩5층
5,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,인터데코,중소기업,50억,http://www.interdeco.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2018/7/2d3cf008Rr_rXkejka3s2qr0efYxUi_da2fr.PNG?v=202405031143&hash=r&serviceCode=CL,인천서구원창동381-75시그마프라임빌딩501호
6,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,토종마을,중소기업,명시되어있지않음,http://www.tojongherb.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/3/2n7ov00aRg_gKpvarhct3j2mg0gvYdIj_mklk2vg.png?v=202405031143&hash=r&serviceCode=CL,서울동대문구약령중앙로9(제기동)3층
7,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,선우무역그네와파라솔,중소기업,85억,https://www.89114.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2019/2/2059f009Dw_jG5x4j2t3626w0ffFdOl_9n9qfw.jpg?v=202405031143&hash=r&serviceCode=CL,경기광주시곤지암읍봉현리518-1번지
8,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,해오름씨앤씨,중소기업,125억3천만원(2022.12.31),명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2011/11/2b10x007Pg_oW1p2u3m22g0dxMySv_2wxg.jpg?v=202405031143&hash=r&serviceCode=CL,"서울용산구원효로142(원효로3가,삼원빌딩)502호"
9,IT.정보통신업>쇼핑몰.오픈마켓.소셜커머스,라임메디칼코리아,중소기업,7억20만원(2021.12.31),http://everydaylife.co.kr,명시되어있지않음,경기김포시봉화로63-1(사우동)63-1
