transaction_date,closing_price,trading_volume,change
2024-05-08,12250,145330,0.49
2024-05-07,12190,166530,0.58
2024-05-03,12120,105770,0.75
2024-05-02,12030,154130,-1.96
2024-04-30,12270,154680,0.33
2024-04-29,12230,220910,2.09
2024-04-26,11980,124060,-0.33
2024-04-25,12020,78600,-0.99
2024-04-24,12140,154360,2.79
2024-04-23,11810,126020,-0.59
2024-04-22,11880,181340,1.54
2024-04-19,11700,221760,-3.15
2024-04-18,12080,164280,3.87
2024-04-17,11630,164040,0.35
2024-04-16,11590,337080,-3.34
2024-04-15,11990,199820,-2.04
2024-04-12,12240,233660,-1.21
2024-04-11,12390,192190,-1.12
2024-04-09,12530,229260,0.64
2024-04-08,12450,334310,-0.4
2024-04-05,12500,355110,-2.5
2024-04-04,12820,412070,-1.16
2024-04-03,12970,411160,-0.54
2024-04-02,13040,391480,-4.47
2024-04-01,13650,278510,0.74
2024-03-29,13550,381340,-1.95
2024-03-28,13820,239670,-0.65
2024-03-27,13910,242650,-0.64
2024-03-26,14000,281320,-1.2
2024-03-25,14170,375780,0.71
2024-03-22,14070,259649,1.01
2024-03-21,13930,297170,-0.43
2024-03-20,13990,255190,-1.76
2024-03-19,14240,441200,0.92
2024-03-18,14110,309430,1.66
2024-03-17,13880,0,-1.63
2024-03-15,14110,32619,-0.7
2024-03-14,14210,30,-2.6
2024-03-13,14590,170,2.82
2024-03-12,14190,272540,0.5
2024-03-11,14120,50,-0.42
2024-03-10,14180,0,0.0
2024-03-08,14180,510090,4.19
2024-03-07,13610,30,-6.01
2024-03-06,14480,308970,-2.29
2024-03-05,14820,10,-1.98
2024-03-04,15120,40,1.48
2024-03-03,14900,0,0.0
2024-02-29,14900,308760,-0.53
2024-02-28,14980,250,-0.6
2024-02-27,15070,100,-0.2
2024-02-26,15100,170,-2.58
2024-02-25,15500,0,0.0
2024-02-23,15500,600780,-3.55
2024-02-22,16070,331960,1.39
2024-02-21,15850,610,-1.43
2024-02-20,16080,100,-0.62
2024-02-19,16180,110,3.06
2024-02-18,15700,0,0.0
2024-02-16,15700,554630,0.71
2024-02-15,15590,670,-0.26
2024-02-14,15630,40,0.51
2024-02-13,15550,0,1.17
2024-02-12,15370,0,0.0
2024-02-08,15370,269740,0.0
2024-02-07,15370,295950,-2.78
2024-02-06,15810,323490,0.57
2024-02-05,15720,500,0.06
2024-02-04,15710,0,0.0
2024-02-02,15710,447700,5.65
2024-02-01,14870,588350,1.5
2024-01-31,14650,340,-3.62
2024-01-30,15200,250,-2.19
2024-01-29,15540,675850,-6.1
2024-01-28,16550,0,0.0
2024-01-26,16550,491090,3.18
2024-01-25,16040,220,-9.33
2024-01-24,17690,334350,0.0
2024-01-23,17690,40,-2.1
2024-01-22,18070,419830,0.89
2024-01-21,17910,0,0.0
2024-01-19,17910,457470,-0.17
2024-01-18,17940,447890,4.0
2024-01-17,17250,350,-3.95
2024-01-16,17960,180,-1.59
2024-01-15,18250,0,-4.65
2024-01-14,19140,0,0.0
2024-01-12,19140,1910000,0.79
2024-01-11,18990,2280000,2.76
2024-01-10,18480,1090,1.76
2024-01-09,18160,70,1.34
2024-01-08,17920,455750,1.24
2024-01-05,17700,481320,4.3
2024-01-04,16970,350,-4.23
2024-01-03,17720,0,-4.68
2024-01-02,18590,618930,-0.11
