transaction_date,closing_price,trading_volume,change
2024-05-08,15480,1630000,-3.25
2024-05-07,16000,4260000,19.14
2024-05-03,13430,608850,-2.75
2024-05-02,13810,283350,-1.43
2024-04-30,14010,471740,-1.62
2024-04-29,14240,856790,5.56
2024-04-26,13490,493120,-0.74
2024-04-25,13590,934470,-4.63
2024-04-24,14250,835860,-3.06
2024-04-23,14700,936700,4.33
2024-04-22,14090,898270,0.93
2024-04-19,13960,1070000,-4.97
2024-04-18,14690,2580000,17.43
2024-04-17,12510,336510,-2.49
2024-04-16,12830,457670,-2.95
2024-04-15,13220,541730,-2.79
2024-04-12,13600,1560000,11.57
2024-04-11,12190,562280,-3.41
2024-04-09,12620,387460,-0.55
2024-04-08,12690,646920,-3.5
