transaction_date,closing_price,trading_volume,change
2024-05-08,3625,23740,-0.14
2024-05-07,3630,34180,-0.82
2024-05-03,3660,119350,-3.81
2024-05-02,3805,93210,3.4
2024-04-30,3680,97470,4.99
2024-04-29,3505,59360,-2.37
2024-04-26,3590,79860,-2.45
2024-04-25,3680,41430,-2.26
2024-04-24,3765,27510,-0.4
2024-04-23,3780,20840,1.48
2024-04-22,3725,31670,-1.06
2024-04-19,3765,40630,-1.7
2024-04-18,3830,63020,5.51
2024-04-17,3630,35400,-0.82
2024-04-16,3660,50370,-2.14
2024-04-15,3740,35460,-1.58
2024-04-12,3800,48570,0.8
2024-04-11,3770,48720,-0.79
2024-04-09,3800,64569,2.56
2024-04-08,3705,56930,-0.94
2024-04-05,3740,58090,-0.93
2024-04-04,3775,156280,0.13
2024-04-03,3770,182730,-0.26
2024-04-02,3780,1760000,-4.91
2024-04-01,3975,47310,0.13
2024-03-29,3970,118350,1.4
2024-03-28,3915,110620,-1.14
2024-03-27,3960,216800,0.13
2024-03-26,3955,163940,1.93
2024-03-25,3880,195760,2.51
2024-03-22,3785,65660,0.53
2024-03-21,3765,199230,3.01
2024-03-20,3655,90020,-1.88
2024-03-19,3725,138980,-1.19
2024-03-18,3770,1060000,5.45
2024-03-15,3575,93370,-0.83
2024-03-14,3605,37460,1.55
2024-03-13,3550,34840,-1.53
2024-03-12,3605,47580,0.56
2024-03-11,3585,71530,2.72
2024-03-08,3490,68600,5.28
2024-03-07,3315,92650,-3.07
2024-03-06,3420,41610,-1.16
2024-03-05,3460,81050,-1.84
2024-03-04,3525,60770,-1.95
2024-02-29,3595,39410,-0.14
2024-02-28,3600,51450,0.84
2024-02-27,3570,192870,-1.92
2024-02-26,3640,54510,1.25
2024-02-25,3595,0,0.0
2024-02-23,3595,93650,-0.42
2024-02-22,3610,70,-1.63
2024-02-21,3670,464640,-3.55
2024-02-20,3805,420,0.13
2024-02-19,3800,16430,0.53
2024-02-16,3780,36570,-1.18
2024-02-15,3825,36390,-0.26
2024-02-14,3835,41200,0.92
2024-02-13,3800,40280,1.2
2024-02-08,3755,20310,1.76
2024-02-07,3690,37130,-0.54
2024-02-06,3710,43220,-0.54
2024-02-05,3730,30570,0.67
2024-02-02,3705,51900,0.14
2024-02-01,3700,80390,-0.67
2024-01-31,3725,37640,-0.67
2024-01-30,3750,38900,-0.66
2024-01-29,3775,102620,-1.56
2024-01-26,3835,86830,1.05
2024-01-25,3795,116930,-0.26
2024-01-24,3805,65470,-1.93
2024-01-23,3880,280,3.6
2024-01-22,3745,117360,-1.19
2024-01-21,3790,0,0.0
2024-01-19,3790,159540,-1.17
2024-01-18,3835,30,-5.07
2024-01-17,4040,146920,-0.25
2024-01-16,4050,322350,8.72
2024-01-15,3725,87980,-3.5
2024-01-12,3860,130860,-4.57
2024-01-11,4045,43600,1.25
2024-01-10,3995,90210,-2.92
2024-01-09,4115,127930,-0.12
2024-01-08,4120,193560,3.0
2024-01-05,4000,65550,0.88
2024-01-04,3965,84550,-1.37
2024-01-03,4020,96300,-0.5
2024-01-02,4040,125020,1.38
