transaction_date,closing_price,trading_volume,change
2024-05-08,10270,51070,-0.1
2024-05-07,10280,91540,0.0
2024-05-03,10280,96040,-0.87
2024-05-02,10370,332810,-0.67
2024-04-30,10440,144130,0.1
2024-04-29,10430,232990,3.37
2024-04-26,10090,143390,-1.56
2024-04-25,10250,120150,0.49
2024-04-24,10200,125780,-0.87
2024-04-23,10290,165380,0.78
2024-04-22,10210,710290,5.8
2024-04-19,9650,105460,-3.02
2024-04-18,9950,88620,2.37
2024-04-17,9720,96950,1.25
2024-04-16,9600,160130,-6.07
2024-04-15,10220,89860,1.39
2024-04-12,10080,153720,2.23
2024-04-11,9860,58590,-0.3
2024-04-09,9890,65040,1.33
2024-04-08,9760,86150,-1.51
2024-04-05,9910,90780,-1.1
2024-04-04,10020,103580,-0.69
2024-04-03,10090,115870,0.2
2024-04-02,10070,149430,-2.23
2024-04-01,10300,114510,1.78
2024-03-29,10120,140940,-0.2
2024-03-28,10140,289440,-6.11
2024-03-27,10800,198550,1.22
2024-03-26,10670,259769,0.0
2024-03-25,10670,535000,-3.7
2024-03-22,11080,310150,-2.29
2024-03-21,11340,1360000,4.52
2024-03-20,10850,471940,-3.98
2024-03-19,11300,2240000,1.8
2024-03-18,11100,413760,-1.25
2024-03-17,11240,0,-0.71
2024-03-15,11320,69450,-0.26
2024-03-14,11350,10,-1.9
2024-03-13,11570,5400000,-1.28
2024-03-12,11720,3400000,-3.54
2024-03-11,12150,19530,29.95
2024-03-10,9350,0,0.0
2024-03-08,9350,184520,0.97
2024-03-07,9260,236220,1.54
2024-03-06,9120,181200,2.24
2024-03-05,8920,10,0.79
2024-03-04,8850,87370,0.23
2024-03-03,8830,0,0.0
2024-02-29,8830,118170,-1.56
2024-02-28,8970,150,2.63
2024-02-27,8740,5120,-1.8
2024-02-26,8900,41540,-1.22
2024-02-23,9010,100460,1.58
2024-02-22,8870,58800,-0.34
2024-02-21,8900,112030,-3.78
2024-02-20,9250,95110,0.65
2024-02-19,9190,109290,-0.11
2024-02-18,9200,0,0.0
2024-02-16,9200,117550,0.99
2024-02-15,9110,94790,0.33
2024-02-14,9080,136950,-0.11
2024-02-13,9090,243780,0.0
2024-02-12,9090,0,0.0
2024-02-08,9090,100020,-1.3
2024-02-07,9210,163620,-1.5
2024-02-06,9350,250890,0.0
2024-02-05,9350,1110000,5.65
2024-02-02,8850,53120,3.03
2024-02-01,8590,0,0.0
2024-01-31,8590,60,-2.05
2024-01-30,8770,112770,-0.45
2024-01-29,8810,1130,0.69
2024-01-26,8750,75030,2.1
2024-01-25,8570,61740,-0.81
2024-01-24,8640,65930,-1.93
2024-01-23,8810,70940,0.8
2024-01-22,8740,51630,-0.23
2024-01-19,8760,52030,1.74
2024-01-18,8610,62150,0.12
2024-01-17,8600,20,-4.87
2024-01-16,9040,33170,-0.22
2024-01-15,9060,66870,0.44
2024-01-12,9020,167700,-4.55
2024-01-11,9450,53610,1.5
2024-01-10,9310,99360,-2.62
2024-01-09,9560,122230,0.0
2024-01-08,9560,150,1.38
2024-01-05,9430,89850,-0.53
2024-01-04,9480,285520,-1.46
2024-01-03,9620,2380000,1.91
2024-01-02,9440,103430,3.06
