transaction_date,closing_price,trading_volume,change
2024-05-08,6810,370,0.0
2024-05-07,6810,2300,-1.3
2024-05-03,6900,30,0.58
2024-05-02,6860,460,0.44
2024-04-30,6830,1580,1.94
2024-04-29,6700,1900,-0.3
2024-04-26,6720,1340,-0.44
2024-04-25,6750,1000,1.05
2024-04-24,6680,1440,-3.05
2024-04-23,6890,270,0.73
2024-04-22,6840,1870,-2.29
2024-04-19,7000,2760,2.34
2024-04-18,6840,61400,-0.87
2024-04-17,6900,1450,0.44
2024-04-16,6870,4250,-1.43
2024-04-15,6970,1190,-0.99
2024-04-12,7040,880,-0.42
2024-04-11,7070,150,-0.42
2024-04-09,7100,1040,0.71
2024-04-08,7050,3740,0.0
2024-04-05,7050,2960,-0.7
2024-04-04,7100,5090,0.57
2024-04-03,7060,570,-0.56
2024-04-02,7100,1460,-0.28
2024-04-01,7120,3010,-0.28
2024-03-29,7140,4450,4.23
2024-03-28,6850,3920,0.29
2024-03-27,6830,9110,-3.26
2024-03-26,7060,39020,-0.42
2024-03-25,7090,860,-0.28
2024-03-22,7110,2020,0.0
2024-03-21,7110,3280,0.71
2024-03-20,7060,3960,0.57
2024-03-19,7020,3060,0.29
2024-03-18,7000,1190,-0.71
2024-03-15,7050,30,0.71
2024-03-14,7000,2510,0.72
2024-03-13,6950,1270,0.0
2024-03-12,6950,1550,0.14
2024-03-11,6940,730,0.43
2024-03-08,6910,7670,0.44
2024-03-07,6880,9900,5.04
2024-03-06,6550,1810,2.34
2024-03-05,6400,3380,-0.78
2024-03-04,6450,3680,-1.68
2024-02-29,6560,9140,1.08
2024-02-28,6490,25690,-4.56
2024-02-27,6800,6030,-1.02
2024-02-26,6870,2170,-0.43
2024-02-23,6900,3360,-1.29
2024-02-22,6990,3890,-0.14
2024-02-21,7000,1470,1.45
2024-02-20,6900,9970,-1.99
2024-02-19,7040,7140,-0.71
2024-02-16,7090,7060,0.14
2024-02-15,7080,5610,-0.14
2024-02-14,7090,6020,1.0
2024-02-13,7020,2280,0.14
2024-02-08,7010,4500,0.43
2024-02-07,6980,3650,-0.99
2024-02-06,7050,1240,-1.12
2024-02-05,7130,4800,-0.14
2024-02-02,7140,8160,-0.42
2024-02-01,7170,3000,-0.14
2024-01-31,7180,3060,-0.28
2024-01-30,7200,4470,0.14
2024-01-29,7190,3680,-0.14
2024-01-26,7200,4000,1.12
2024-01-25,7120,4600,0.85
2024-01-24,7060,1260,1.0
2024-01-23,6990,890,0.14
2024-01-22,6980,4860,-1.97
2024-01-19,7120,8490,2.74
2024-01-18,6930,8290,-0.72
2024-01-17,6980,6770,-1.27
2024-01-16,7070,12450,-1.81
2024-01-15,7200,17910,-1.5
2024-01-14,7310,0,0.0
2024-01-12,7310,307830,0.69
2024-01-11,7260,2029,0.0
2024-01-10,7260,730,-1.36
2024-01-09,7360,2700,-1.87
2024-01-08,7500,910,0.67
2024-01-05,7450,1480,-0.13
2024-01-04,7460,680,0.27
2024-01-03,7440,3010,-1.2
2024-01-02,7530,1560,-0.26
