transaction_date,closing_price,trading_volume,change
2024-04-30,3380,244790,-0.29
2024-04-29,3390,194240,2.11
2024-04-26,3320,169280,-1.63
2024-04-25,3375,125130,0.6
2024-04-24,3355,89950,0.6
2024-04-23,3335,152490,1.52
2024-04-22,3285,101870,0.77
2024-04-19,3260,232000,-0.31
2024-04-18,3270,147900,0.62
2024-04-17,3250,105010,0.15
2024-04-16,3245,326840,-1.67
2024-04-15,3300,214830,-1.05
2024-04-12,3335,123120,0.45
2024-04-11,3320,152950,-0.45
2024-04-09,3335,193260,-0.3
2024-04-08,3345,252620,-1.47
2024-04-05,3395,246850,-1.02
2024-04-04,3430,212090,-0.44
2024-04-03,3445,169480,-1.01
2024-04-02,3480,436430,-2.52
2024-04-01,3570,262560,2.15
2024-03-29,3495,201760,-0.99
2024-03-28,3530,502750,0.0
2024-03-27,3530,1250000,-4.34
2024-03-26,3690,11030000,6.03
2024-03-25,3480,181280,-0.85
2024-03-22,3510,255340,1.45
2024-03-21,3460,178660,1.17
2024-03-20,3420,124500,0.29
2024-03-19,3410,101260,-0.87
2024-03-18,3440,162270,1.33
2024-03-15,3395,438340,-2.3
2024-03-14,3475,20,0.58
2024-03-13,3455,186080,0.73
2024-03-12,3430,189050,-0.29
2024-03-11,3440,185750,0.88
2024-03-10,3410,0,0.0
2024-03-08,3410,351180,-0.87
2024-03-07,3440,404570,-2.27
2024-03-06,3520,253140,-0.71
2024-03-05,3545,413740,-1.66
2024-03-04,3605,177510,-0.55
2024-02-29,3625,202050,0.55
2024-02-28,3605,286310,-1.5
2024-02-27,3660,10,-1.48
2024-02-26,3715,244290,-1.72
2024-02-25,3780,0,0.0
2024-02-23,3780,277760,-2.2
2024-02-22,3865,169610,0.65
2024-02-21,3840,358450,-2.29
2024-02-20,3930,600,0.51
2024-02-19,3910,251210,0.26
2024-02-16,3900,206240,0.13
2024-02-15,3895,371630,-0.89
2024-02-14,3930,0,1.68
2024-02-13,3865,1130,-1.15
2024-02-08,3910,388220,0.9
2024-02-07,3875,320,0.78
2024-02-06,3845,465980,-2.29
2024-02-05,3935,403870,0.0
2024-02-02,3935,701050,1.03
2024-02-01,3895,500,3.87
2024-01-31,3750,10,-3.47
2024-01-30,3885,659510,2.51
2024-01-29,3790,500,-2.07
2024-01-28,3870,0,0.0
2024-01-26,3870,1740000,2.38
2024-01-25,3780,3310,-1.69
2024-01-24,3845,2210,-5.76
2024-01-23,4080,690,-9.93
2024-01-22,4530,3680,1.57
2024-01-21,4460,0,0.0
2024-01-19,4460,36860000,3.48
2024-01-18,4310,20,-0.69
2024-01-17,4340,1590,0.93
2024-01-16,4300,930,-3.26
2024-01-15,4445,120,29.97
2024-01-12,3420,144410,-1.01
2024-01-11,3455,20,0.58
2024-01-10,3435,20,-1.72
2024-01-09,3495,180050,1.01
2024-01-08,3460,500,1.32
2024-01-07,3415,0,0.0
2024-01-05,3415,305540,0.29
2024-01-04,3405,76930,0.74
2024-01-03,3380,106880,-1.31
2024-01-02,3425,131940,0.15
