transaction_date,closing_price,trading_volume,change
2024-05-08,14370,18080,1.2
2024-05-07,14200,103450,-1.32
2024-05-03,14390,9450,0.49
2024-05-02,14320,6430,0.14
2024-04-30,14300,33570,1.56
2024-04-29,14080,10880,0.57
2024-04-26,14000,7620,-0.85
2024-04-25,14120,19620,-1.94
2024-04-24,14400,47300,3.6
2024-04-23,13900,27970,3.73
2024-04-22,13400,11550,-1.18
2024-04-19,13560,12590,-1.31
2024-04-18,13740,10940,-1.86
2024-04-17,14000,22610,-1.48
2024-04-16,14210,79960,1.0
2024-04-15,14070,120360,8.4
2024-04-12,12980,17440,-1.96
2024-04-11,13240,13130,-2.22
2024-04-09,13540,14060,0.22
2024-04-08,13510,82100,5.22
2024-04-05,12840,12150,0.31
2024-04-04,12800,13530,1.35
2024-04-03,12630,26130,0.08
2024-04-02,12620,9040,-1.17
2024-04-01,12770,5680,1.35
2024-03-29,12600,6610,-0.55
2024-03-28,12670,9820,0.56
2024-03-27,12600,14310,-1.33
2024-03-26,12770,9620,-1.16
2024-03-25,12920,21100,0.31
2024-03-22,12880,6250,0.39
2024-03-21,12830,7330,0.47
2024-03-20,12770,5780,-0.16
2024-03-19,12790,10340,-0.47
2024-03-18,12850,11100,1.26
2024-03-15,12690,12270,-1.4
2024-03-14,12870,22040,-0.46
2024-03-13,12930,46540,1.41
2024-03-12,12750,17010,-0.93
2024-03-11,12870,14700,-0.08
2024-03-08,12880,10010,2.06
2024-03-07,12620,13110,-1.41
2024-03-06,12800,22130,1.27
2024-03-05,12640,19320,3.86
2024-03-04,12170,40120,-2.8
2024-02-29,12520,33790,-3.17
2024-02-28,12930,9060,0.94
2024-02-27,12810,19910,0.63
2024-02-26,12730,5550,0.08
2024-02-23,12720,10300,-0.63
2024-02-22,12800,14770,0.47
2024-02-21,12740,11530,-1.47
2024-02-20,12930,10180,0.47
2024-02-19,12870,9190,-1.0
2024-02-16,13000,18520,2.36
2024-02-15,12700,15990,-0.31
2024-02-14,12740,17880,-0.86
2024-02-13,12850,20890,2.8
2024-02-08,12500,10000,1.54
2024-02-07,12310,22400,0.41
2024-02-06,12260,6000,-0.08
2024-02-05,12270,17190,-2.77
2024-02-02,12620,14250,1.94
2024-02-01,12380,16530,-0.88
2024-01-31,12490,9790,-0.56
2024-01-30,12560,11570,0.0
2024-01-29,12560,55900,-0.63
2024-01-26,12640,70720,-4.53
2024-01-25,13240,31380,3.44
2024-01-24,12800,33440,-0.54
2024-01-23,12870,24710,-1.3
2024-01-22,13040,21220,-1.51
2024-01-19,13240,23740,0.15
2024-01-18,13220,14940,-0.83
2024-01-17,13330,23480,-3.82
2024-01-16,13860,6160,-2.26
2024-01-15,14180,13120,0.42
2024-01-12,14120,21970,-1.47
2024-01-11,14330,10160,-0.62
2024-01-10,14420,12770,-1.5
2024-01-09,14640,4030,-0.61
2024-01-08,14730,6680,-1.41
2024-01-05,14940,12130,-0.07
2024-01-04,14950,22900,-0.33
2024-01-03,15000,35500,2.6
2024-01-02,14620,21750,3.54
