transaction_date,closing_price,trading_volume,change
2024-04-30,19930,150270,-0.15
2024-04-29,19960,135790,1.53
2024-04-26,19660,119620,0.25
2024-04-25,19610,105880,-0.2
2024-04-24,19650,215250,-0.66
2024-04-23,19780,172900,1.38
2024-04-22,19510,161690,2.52
2024-04-19,19030,221880,-0.21
2024-04-18,19070,151910,2.53
2024-04-17,18600,175780,0.22
2024-04-16,18560,238610,-0.75
2024-04-15,18700,262870,-1.73
2024-04-12,19030,587410,-3.35
2024-04-11,19690,334880,-1.55
2024-04-09,20000,181570,-0.74
2024-04-08,20150,91920,0.25
2024-04-05,20100,211960,0.25
2024-04-04,20050,254110,-0.74
2024-04-03,20200,200890,-1.22
2024-04-02,20450,149560,-1.68
2024-04-01,20800,205570,2.46
2024-03-29,20300,199740,-0.73
2024-03-28,20450,135720,0.25
2024-03-27,20400,294760,-0.73
2024-03-26,20550,296680,-0.24
2024-03-25,20600,163190,-0.72
2024-03-22,20750,200720,-1.19
2024-03-21,21000,146010,0.96
2024-03-20,20800,134580,0.0
2024-03-19,20800,192990,-1.42
2024-03-18,21100,279590,-2.76
2024-03-15,21700,196350,0.0
2024-03-14,21700,381330,0.0
2024-03-13,21700,121540,0.46
2024-03-12,21600,231680,-0.46
2024-03-11,21700,103570,-0.23
2024-03-08,21750,216860,-0.23
2024-03-07,21800,121130,-1.13
2024-03-06,22050,111800,0.92
2024-03-05,21850,150620,-1.35
2024-03-04,22150,110930,-0.67
2024-02-29,22300,137150,-0.67
2024-02-28,22450,110140,1.13
2024-02-27,22200,110530,-0.89
2024-02-26,22400,202250,-1.32
2024-02-25,22700,0,0.0
2024-02-23,22700,186720,-0.66
2024-02-22,22850,105670,0.0
2024-02-21,22850,222410,0.66
2024-02-20,22700,0,-1.09
2024-02-19,22950,176550,1.77
2024-02-16,22550,131300,0.22
2024-02-15,22500,107200,-0.44
2024-02-14,22600,148480,0.44
2024-02-13,22500,20,-0.22
2024-02-08,22550,262810,-1.1
2024-02-07,22800,277680,-1.08
2024-02-06,23050,194660,-0.65
2024-02-05,23200,161780,0.43
2024-02-02,23100,211710,0.65
2024-02-01,22950,200,2.91
2024-01-31,22300,112890,0.0
2024-01-30,22300,126480,0.45
2024-01-29,22200,140,2.07
2024-01-26,21750,95240,-0.46
2024-01-25,21850,136700,-0.68
2024-01-24,22000,149420,1.62
2024-01-23,21650,117020,0.23
2024-01-22,21600,0,-0.23
2024-01-19,21650,141740,-0.69
2024-01-18,21800,231660,-1.13
2024-01-17,22050,169110,-1.34
2024-01-16,22350,10,-0.89
2024-01-15,22550,136250,-0.66
2024-01-14,22700,0,0.0
2024-01-12,22700,256459,1.11
2024-01-11,22450,444610,-4.26
2024-01-10,23450,122700,-0.85
2024-01-09,23650,165860,0.85
2024-01-08,23450,121370,-1.05
2024-01-07,23700,0,0.0
2024-01-05,23700,160410,1.28
2024-01-04,23400,159540,0.21
2024-01-03,23350,155890,-0.64
2024-01-02,23500,230390,1.95
