transaction_date,closing_price,trading_volume,change
2024-05-08,7780,20760,0.0
2024-05-07,7780,32210,0.52
2024-05-03,7740,24450,-0.64
2024-05-02,7790,65960,2.37
2024-04-30,7610,50560,1.06
2024-04-29,7530,53630,4.73
2024-04-26,7190,20200,-0.69
2024-04-25,7240,13690,-0.14
2024-04-24,7250,17530,1.97
2024-04-23,7110,18120,-0.14
2024-04-22,7120,22680,1.42
2024-04-19,7020,59230,-0.85
2024-04-18,7080,60820,3.66
2024-04-17,6830,44120,-0.15
2024-04-16,6840,43660,-1.87
2024-04-15,6970,53260,1.6
2024-04-12,6860,90090,-0.15
2024-04-11,6870,258620,-7.04
2024-04-09,7390,67690,1.23
2024-04-08,7300,66410,-3.95
2024-04-05,7600,83460,-4.04
2024-04-04,7920,29190,-2.82
2024-04-03,8150,93140,3.95
2024-04-02,7840,85200,-3.21
2024-04-01,8100,74490,3.71
2024-03-29,7810,56030,0.26
2024-03-28,7790,129710,-3.59
2024-03-27,8080,51030,-0.12
2024-03-26,8090,45610,0.0
2024-03-25,8090,46380,-0.61
2024-03-22,8140,65440,-1.21
2024-03-21,8240,24440,-0.72
2024-03-20,8300,41580,0.97
2024-03-19,8220,42540,-0.84
2024-03-18,8290,40140,-1.54
2024-03-15,8420,680,-0.71
2024-03-14,8480,87230,-1.17
2024-03-13,8580,92620,-0.46
2024-03-12,8620,36880,-0.92
2024-03-11,8700,39990,-0.68
2024-03-08,8760,39680,-1.57
2024-03-07,8900,0,-3.05
2024-03-06,9180,35050,-2.13
2024-03-05,9380,69940,-0.95
2024-03-04,9470,20,4.87
2024-02-29,9030,49140,-1.53
2024-02-28,9170,158970,0.44
2024-02-27,9130,38260,-0.65
2024-02-26,9190,30800,-0.54
2024-02-23,9240,37440,-0.54
2024-02-22,9290,28670,-0.43
2024-02-21,9330,45270,-1.89
2024-02-20,9510,40110,-2.46
2024-02-19,9750,82110,2.85
2024-02-16,9480,40780,-0.32
2024-02-15,9510,109600,1.39
2024-02-14,9380,59440,1.63
2024-02-13,9230,79650,4.18
2024-02-08,8860,53430,1.84
2024-02-07,8700,31980,0.12
2024-02-06,8690,44070,0.46
2024-02-05,8650,47360,-1.82
2024-02-02,8810,68430,0.46
2024-02-01,8770,21880,0.57
2024-01-31,8720,49960,-0.8
2024-01-30,8790,27550,-0.68
2024-01-29,8850,31010,-1.12
2024-01-26,8950,31580,1.94
2024-01-25,8780,59880,-1.01
2024-01-24,8870,80710,-4.93
2024-01-23,9330,156260,5.9
2024-01-22,8810,338790,-8.13
2024-01-21,9590,0,0.0
2024-01-19,9590,49070,-1.44
2024-01-18,9730,52680,-1.42
2024-01-17,9870,77850,0.41
2024-01-16,9830,73840,0.92
2024-01-15,9740,65560,-2.4
2024-01-12,9980,101240,-2.06
2024-01-11,10190,41270,-1.26
2024-01-10,10320,46130,-2.27
2024-01-09,10560,45780,1.64
2024-01-08,10390,69640,-2.26
2024-01-07,10630,0,0.0
2024-01-05,10630,59980,0.19
2024-01-04,10610,98830,0.57
2024-01-03,10550,80470,0.67
2024-01-02,10480,100,-1.04
