transaction_date,closing_price,trading_volume,change
2024-05-08,4620,118000,-0.86
2024-05-07,4660,59290,0.54
2024-05-03,4635,83030,0.76
2024-05-02,4600,47110,0.88
2024-04-30,4560,142550,0.22
2024-04-29,4550,87050,1.11
2024-04-26,4500,82470,3.09
2024-04-25,4365,79130,-2.78
2024-04-24,4490,117210,2.05
2024-04-23,4400,58950,0.11
2024-04-22,4395,98770,0.57
2024-04-19,4370,75500,-2.02
2024-04-18,4460,88010,2.29
2024-04-17,4360,189750,-2.9
2024-04-16,4490,218150,2.39
2024-04-15,4385,333240,-0.68
2024-04-12,4415,4350000,3.15
2024-04-11,4280,168370,-1.27
2024-04-09,4335,110230,0.23
2024-04-08,4325,131930,-0.57
2024-04-05,4350,429360,-1.02
2024-04-04,4395,866380,-7.18
2024-04-03,4735,201610,0.0
2024-04-02,4735,453370,-3.17
2024-04-01,4890,420220,-2.78
2024-03-29,5030,146500,-1.18
2024-03-28,5090,174530,-0.78
2024-03-27,5130,134980,1.18
2024-03-26,5070,141580,-1.17
2024-03-25,5130,236890,-0.19
2024-03-22,5140,332160,3.84
2024-03-21,4950,213430,-0.3
2024-03-20,4965,227670,-3.59
2024-03-19,5150,493280,4.46
2024-03-18,4930,235730,-0.5
2024-03-15,4955,14830,-1.49
2024-03-14,5030,131540,-0.59
2024-03-13,5060,414950,-5.07
2024-03-12,5330,230410,0.95
2024-03-11,5280,0,-0.75
2024-03-10,5320,0,0.0
2024-03-08,5320,264010,-2.21
2024-03-07,5440,257149,1.12
2024-03-06,5380,163450,-1.47
2024-03-05,5460,696330,5.81
2024-03-04,5160,499770,-6.18
2024-02-29,5500,354370,-5.34
2024-02-28,5810,312590,1.22
2024-02-27,5740,731870,-1.03
2024-02-26,5800,40,6.81
2024-02-23,5430,238510,0.56
2024-02-22,5400,185560,0.93
2024-02-21,5350,40,3.28
2024-02-20,5180,166850,-2.08
2024-02-19,5290,182240,-3.11
2024-02-18,5460,0,0.0
2024-02-16,5460,256470,1.3
2024-02-15,5390,323670,2.28
2024-02-14,5270,0,-0.94
2024-02-13,5320,450,1.14
2024-02-08,5260,324370,1.15
2024-02-07,5200,537410,4.52
2024-02-06,4975,341400,2.26
2024-02-05,4865,131570,0.72
2024-02-02,4830,368260,1.05
2024-02-01,4780,198840,0.95
2024-01-31,4735,161140,-0.63
2024-01-30,4765,240930,-1.75
2024-01-29,4850,273280,-2.9
2024-01-26,4995,116940,1.94
2024-01-25,4900,131640,-0.81
2024-01-24,4940,226060,-1.0
2024-01-23,4990,20,-4.77
2024-01-22,5240,314060,-2.06
2024-01-19,5350,404760,5.73
2024-01-18,5060,164940,2.43
2024-01-17,4940,150770,-1.4
2024-01-16,5010,404100,-4.21
2024-01-15,5230,354180,-3.86
2024-01-12,5440,236600,0.55
2024-01-11,5410,787740,-5.58
2024-01-10,5730,20,-3.05
2024-01-09,5910,1170000,4.42
2024-01-08,5660,1080000,7.81
2024-01-07,5250,0,0.0
2024-01-05,5250,613620,2.54
2024-01-04,5120,470660,-0.19
2024-01-03,5130,351910,-0.58
2024-01-02,5160,620070,7.05
