transaction_date,closing_price,trading_volume,change
2024-05-08,14200,11450,0.07
2024-05-07,14190,29250,2.83
2024-05-03,13800,9290,-0.5
2024-05-02,13870,7540,0.14
2024-04-30,13850,9810,0.44
2024-04-29,13790,11210,0.29
2024-04-26,13750,7990,0.44
2024-04-25,13690,15870,-0.44
2024-04-24,13750,12720,-0.58
2024-04-23,13830,45650,3.67
2024-04-22,13340,14220,1.14
2024-04-19,13190,24740,-1.42
2024-04-18,13380,22250,2.84
2024-04-17,13010,26080,-1.36
2024-04-16,13190,51670,-3.01
2024-04-15,13600,38250,-1.38
2024-04-12,13790,22720,0.51
2024-04-11,13720,66740,-2.28
2024-04-09,14040,33910,-0.99
2024-04-08,14180,43160,-2.74
2024-04-05,14580,43670,-0.68
2024-04-04,14680,20540,-0.2
2024-04-03,14710,52790,-2.06
2024-04-02,15020,42180,-2.09
2024-04-01,15340,31980,0.59
2024-03-29,15250,27270,-1.61
2024-03-28,15500,20570,-0.77
2024-03-27,15620,37610,-2.01
2024-03-26,15940,31190,-1.6
2024-03-25,16200,37110,0.5
2024-03-22,16120,51870,0.44
2024-03-21,16050,36690,-1.17
2024-03-20,16240,82360,4.1
2024-03-19,15600,35560,-3.05
2024-03-18,16090,57220,4.08
2024-03-15,15460,19690,-1.09
2024-03-14,15630,13360,0.0
2024-03-13,15630,29160,0.9
2024-03-12,15490,28020,0.32
2024-03-11,15440,37600,-1.66
2024-03-08,15700,54670,3.84
2024-03-07,15120,21200,-0.13
2024-03-06,15140,30540,-0.26
2024-03-05,15180,26570,2.57
2024-03-04,14800,19350,-1.0
2024-02-29,14950,15440,0.88
2024-02-28,14820,26570,1.16
2024-02-27,14650,44700,-1.88
2024-02-26,14930,27330,-0.67
2024-02-23,15030,34120,-0.46
2024-02-22,15100,68690,-2.27
2024-02-21,15450,41170,-1.65
2024-02-20,15710,24940,-0.44
2024-02-19,15780,39800,2.14
2024-02-16,15450,22500,0.78
2024-02-15,15330,11810,0.2
2024-02-14,15300,15190,0.07
2024-02-13,15290,21570,0.99
2024-02-08,15140,12970,-0.13
2024-02-07,15160,16239,0.46
2024-02-06,15090,14350,-0.79
2024-02-05,15210,19800,-0.85
2024-02-02,15340,10560,1.25
2024-02-01,15150,24940,-0.07
2024-01-31,15160,26140,-1.49
2024-01-30,15390,26720,0.46
2024-01-29,15320,27370,-1.16
2024-01-26,15500,19670,0.0
2024-01-25,15500,22020,-0.77
2024-01-24,15620,26740,-1.51
2024-01-23,15860,120,0.89
2024-01-22,15720,36430,-0.19
2024-01-19,15750,17620,-0.25
2024-01-18,15790,19770,0.38
2024-01-17,15730,36810,-2.18
2024-01-16,16080,33370,0.12
2024-01-15,16060,32290,-1.47
2024-01-12,16300,38150,-1.63
2024-01-11,16570,30490,0.3
2024-01-10,16520,24320,0.18
2024-01-09,16490,28840,1.79
2024-01-08,16200,34980,-1.88
2024-01-05,16510,79990,1.54
2024-01-04,16260,47420,-2.81
2024-01-03,16730,68010,0.18
2024-01-02,16700,43220,0.97
