transaction_date,closing_price,trading_volume,change
2024-05-08,4380,60500,0.0
2024-05-07,4380,64239,-1.79
2024-05-03,4460,88950,1.36
2024-05-02,4400,75570,2.09
2024-04-30,4310,70340,-0.46
2024-04-29,4330,92980,3.34
2024-04-26,4190,106720,1.95
2024-04-25,4110,195850,-7.33
2024-04-24,4435,136100,-1.99
2024-04-23,4525,236490,2.84
2024-04-22,4400,350700,1.38
2024-04-19,4340,332540,-1.36
2024-04-18,4400,291820,-2.0
2024-04-17,4490,476770,-4.97
2024-04-16,4725,2049999,-9.66
2024-04-15,5230,4260000,29.94
2024-04-12,4025,57610,-0.62
2024-04-11,4050,99340,-4.48
2024-04-09,4240,48990,-0.12
2024-04-08,4245,50100,-3.19
2024-04-05,4385,94470,-3.31
2024-04-04,4535,117350,-4.63
2024-04-03,4755,35090,-2.96
2024-04-02,4900,71210,-0.2
2024-04-01,4910,71720,3.15
2024-03-29,4760,240300,-7.93
2024-03-28,5170,82310,-0.58
2024-03-27,5200,18950,-1.14
2024-03-26,5260,27780,1.35
2024-03-25,5190,28380,-1.33
2024-03-22,5260,47880,1.54
2024-03-21,5180,41250,-0.38
2024-03-20,5200,120630,-3.35
2024-03-19,5380,35730,-0.37
2024-03-18,5400,25220,-1.64
2024-03-15,5490,39270,-0.18
2024-03-14,5500,27350,1.1
2024-03-13,5440,34800,0.0
2024-03-12,5440,22470,-0.73
2024-03-11,5480,26120,1.11
2024-03-08,5420,31440,1.5
2024-03-07,5340,40,-3.26
2024-03-06,5520,62550,0.0
2024-03-05,5520,85250,-2.99
2024-03-04,5690,10,-0.87
2024-02-29,5740,50770,-1.71
2024-02-28,5840,28360,0.34
2024-02-27,5820,68840,-2.68
2024-02-26,5980,85840,1.36
2024-02-23,5900,62040,-2.16
2024-02-22,6030,88480,2.03
2024-02-21,5910,41970,-1.5
2024-02-20,6000,37920,-0.99
2024-02-19,6060,47230,-0.33
2024-02-16,6080,37340,0.83
2024-02-15,6030,74190,-0.5
2024-02-14,6060,45700,0.5
2024-02-13,6030,43070,1.01
2024-02-08,5970,35350,1.7
2024-02-07,5870,32350,0.0
2024-02-06,5870,52630,-0.84
2024-02-05,5920,61580,-2.47
2024-02-02,6070,61870,1.34
2024-02-01,5990,138680,-2.12
2024-01-31,6120,97070,-4.82
2024-01-30,6430,87780,-0.16
2024-01-29,6440,159820,-3.59
2024-01-26,6680,450980,4.38
2024-01-25,6400,98280,-3.03
2024-01-24,6600,86960,0.0
2024-01-23,6600,128550,-2.65
2024-01-22,6780,215940,2.73
2024-01-21,6600,0,0.0
2024-01-19,6600,253730,4.76
2024-01-18,6300,98940,5.35
2024-01-17,5980,93900,-4.32
2024-01-16,6250,43540,-1.26
2024-01-15,6330,76020,-1.4
2024-01-12,6420,114910,-1.38
2024-01-11,6510,330,2.2
2024-01-10,6370,90,-2.15
2024-01-09,6510,184020,1.24
2024-01-08,6430,193180,2.55
2024-01-05,6270,225650,5.73
2024-01-04,5930,64769,-2.31
2024-01-03,6070,60700,0.33
2024-01-02,6050,80520,2.37
