transaction_date,closing_price,trading_volume,change
2024-05-08,2765,52110,0.18
2024-05-07,2760,37180,-1.25
2024-05-03,2795,113650,-0.36
2024-05-02,2805,645900,13.56
2024-04-30,2470,47770,-0.8
2024-04-29,2490,41710,0.81
2024-04-26,2470,23430,-1.2
2024-04-25,2500,31720,0.0
2024-04-24,2500,41740,1.83
2024-04-23,2455,27600,-1.41
2024-04-22,2490,40960,-0.6
2024-04-19,2505,45290,-3.65
2024-04-18,2600,50480,1.76
2024-04-17,2555,39550,-0.97
2024-04-16,2580,119470,-5.67
2024-04-15,2735,82650,-4.7
2024-04-12,2870,89320,-3.37
2024-04-11,2970,43060,-1.82
2024-04-09,3025,43100,0.5
2024-04-08,3010,44940,-0.99
2024-04-05,3040,52600,-2.88
2024-04-04,3130,44270,-2.34
2024-04-03,3205,68700,0.47
2024-04-02,3190,61390,1.11
2024-04-01,3155,29510,0.64
2024-03-29,3135,46530,-0.95
2024-03-28,3165,70490,-2.01
2024-03-27,3230,64280,-1.82
2024-03-26,3290,198550,2.97
2024-03-25,3195,70820,-3.18
2024-03-22,3300,63710,-1.49
2024-03-21,3350,56350,-0.15
2024-03-20,3355,27290,-0.74
2024-03-19,3380,25440,-1.46
2024-03-18,3430,43680,1.03
2024-03-15,3395,38430,-1.45
2024-03-14,3445,55050,-0.14
2024-03-13,3450,70440,1.02
2024-03-12,3415,35010,0.15
2024-03-11,3410,35680,0.15
2024-03-08,3405,96220,-3.54
2024-03-07,3530,200780,7.29
2024-03-06,3290,64340,0.92
2024-03-05,3260,198650,-4.12
2024-03-04,3400,101440,-2.3
2024-02-29,3480,127960,-3.33
2024-02-28,3600,53950,-0.28
2024-02-27,3610,79840,-0.14
2024-02-26,3615,98620,-0.69
2024-02-25,3640,0,0.0
2024-02-23,3640,119990,-1.22
2024-02-22,3685,148790,-2.77
2024-02-21,3790,108250,-0.52
2024-02-20,3810,67040,0.26
2024-02-19,3800,94010,-1.3
2024-02-16,3850,138850,2.94
2024-02-15,3740,111810,-0.4
2024-02-14,3755,120950,1.62
2024-02-13,3695,10,-1.99
2024-02-08,3770,207860,3.01
2024-02-07,3660,89830,-0.81
2024-02-06,3690,0,-0.81
2024-02-05,3720,134520,-3.5
2024-02-02,3855,152000,-0.13
2024-02-01,3860,0,-1.28
2024-01-31,3910,0,-1.76
2024-01-30,3980,141650,-0.25
2024-01-29,3990,20,-3.97
2024-01-26,4155,161880,-1.07
2024-01-25,4200,408790,2.31
2024-01-24,4105,124430,0.86
2024-01-23,4070,167160,-0.12
2024-01-22,4075,335570,2.9
2024-01-19,3960,174810,-1.61
2024-01-18,4025,1150,3.87
2024-01-17,3875,412740,-7.63
2024-01-16,4195,326640,1.21
2024-01-15,4145,301880,-1.78
2024-01-12,4220,330020,-2.09
2024-01-11,4310,365620,-1.15
2024-01-10,4360,518909,-6.64
2024-01-09,4670,0,0.21
2024-01-08,4660,200,-4.9
2024-01-07,4900,0,0.31
2024-01-05,4885,224310,-0.31
2024-01-04,4900,604260,-4.67
2024-01-03,5140,10,0.19
2024-01-02,5130,510,5.34
