transaction_date,closing_price,trading_volume,change
2024-05-08,14500,49690,-0.34
2024-05-07,14550,62230,2.18
2024-05-03,14240,76780,-2.26
2024-05-02,14570,85470,0.28
2024-04-30,14530,159900,-3.9
2024-04-29,15120,94320,0.53
2024-04-26,15040,102240,-1.89
2024-04-25,15330,97300,0.26
2024-04-24,15290,89460,0.13
2024-04-23,15270,116780,0.33
2024-04-22,15220,861110,3.68
2024-04-19,14680,225740,-0.27
2024-04-18,14720,212900,1.17
2024-04-17,14550,239680,1.18
2024-04-16,14380,289950,3.3
2024-04-15,13920,279430,-6.39
2024-04-12,14870,2080000,11.22
2024-04-11,13370,1100000,-19.12
2024-04-09,16530,788560,10.2
2024-04-08,15000,451770,-5.36
2024-04-05,15850,424690,3.59
2024-04-04,15300,1020000,-19.9
2024-04-03,19100,471910,-1.95
2024-04-02,19480,1050000,10.49
2024-04-01,17630,187040,3.64
2024-03-29,17010,250610,-1.16
2024-03-28,17210,338450,-0.69
2024-03-27,17330,153590,0.46
2024-03-26,17250,265870,-1.99
2024-03-25,17600,530890,5.58
2024-03-22,16670,227260,3.22
2024-03-21,16150,164060,1.13
2024-03-20,15970,217290,3.7
2024-03-19,15400,251850,-3.45
2024-03-18,15950,334420,1.59
2024-03-17,15700,0,-3.98
2024-03-15,16350,91240,5.14
2024-03-14,15550,160,7.39
2024-03-13,14480,212420,4.02
2024-03-12,13920,149590,-1.83
2024-03-11,14180,64140,0.21
2024-03-08,14150,73540,-1.32
2024-03-07,14340,110,-0.21
2024-03-06,14370,123870,3.01
2024-03-05,13950,85780,-0.99
2024-03-04,14090,95990,1.29
2024-02-29,13910,60620,0.07
2024-02-28,13900,58070,-0.71
2024-02-27,14000,10,1.74
2024-02-26,13760,191250,-6.46
2024-02-25,14710,0,0.0
2024-02-23,14710,189980,7.22
2024-02-22,13720,34810,0.51
2024-02-21,13650,57680,-0.44
2024-02-20,13710,57410,0.07
2024-02-19,13700,126090,-3.72
2024-02-16,14230,36970,0.21
2024-02-15,14200,60860,-1.32
2024-02-14,14390,74050,-1.3
2024-02-13,14580,85160,-0.21
2024-02-12,14610,0,0.0
2024-02-08,14610,129220,2.96
2024-02-07,14190,75430,0.5
2024-02-06,14120,181650,5.14
2024-02-05,13430,74210,4.03
2024-02-02,12910,62040,1.73
2024-02-01,12690,80,-4.23
2024-01-31,13250,55760,-0.6
2024-01-30,13330,121170,-3.62
2024-01-29,13830,147020,-5.66
2024-01-28,14660,0,0.0
2024-01-26,14660,61750,2.09
2024-01-25,14360,60980,0.42
2024-01-24,14300,77520,0.49
2024-01-23,14230,96250,-1.52
2024-01-22,14450,219850,4.26
2024-01-21,13860,0,0.0
2024-01-19,13860,90900,0.8
2024-01-18,13750,0,3.46
2024-01-17,13290,300,-1.99
2024-01-16,13560,0,-1.31
2024-01-15,13740,90820,-1.29
2024-01-14,13920,0,0.0
2024-01-12,13920,145260,-1.76
2024-01-11,14170,155960,-2.21
2024-01-10,14490,253620,-0.28
2024-01-09,14530,189880,-2.74
2024-01-08,14940,320,-2.03
2024-01-07,15250,0,0.0
2024-01-05,15250,550730,-1.1
2024-01-04,15420,5570000,1.65
2024-01-03,15170,3210000,-0.72
2024-01-02,15280,6340000,17.09
