transaction_date,closing_price,trading_volume,change
2024-05-08,3945,196740,0.51
2024-05-07,3925,242310,-0.25
2024-05-03,3935,193780,0.9
2024-05-02,3900,161260,-0.38
2024-04-30,3915,169890,-0.25
2024-04-29,3925,169010,1.16
2024-04-26,3880,188530,-0.26
2024-04-25,3890,151710,-0.77
2024-04-24,3920,206650,0.26
2024-04-23,3910,289520,0.0
2024-04-22,3910,273950,0.9
2024-04-19,3875,724500,-3.25
2024-04-18,4005,2330000,3.35
2024-04-17,3875,199490,-0.26
2024-04-16,3885,377340,-3.96
2024-04-15,4045,574600,-2.53
2024-04-12,4150,460250,0.36
2024-04-11,4135,497660,4.16
2024-04-09,3970,329610,3.39
2024-04-08,3840,287080,-1.29
2024-04-05,3890,429750,-1.89
2024-04-04,3965,375670,-1.61
2024-04-03,4030,246910,0.0
2024-04-02,4030,417700,-2.42
2024-04-01,4130,282260,0.73
2024-03-29,4100,260220,-0.73
2024-03-28,4130,419210,-1.31
2024-03-27,4185,540150,-1.76
2024-03-26,4260,460780,-0.35
2024-03-25,4275,1200000,1.79
2024-03-22,4200,733450,1.94
2024-03-21,4120,2029999,3.78
2024-03-20,3970,435980,0.25
2024-03-19,3960,631640,-3.41
2024-03-18,4100,289810,0.12
2024-03-17,4095,0,-0.12
2024-03-15,4100,40160,-3.07
2024-03-14,4230,290,0.48
2024-03-13,4210,398670,0.0
2024-03-12,4210,756510,0.24
2024-03-11,4200,364650,0.6
2024-03-10,4175,0,0.0
2024-03-08,4175,496790,0.12
2024-03-07,4170,855590,-3.7
2024-03-06,4330,1190000,-2.59
2024-03-05,4445,1470,3.37
2024-03-04,4300,738880,-0.58
2024-03-03,4325,0,0.0
2024-02-29,4325,2360000,0.82
2024-02-28,4290,10,-0.35
2024-02-27,4305,870,0.35
2024-02-26,4290,500,0.82
2024-02-25,4255,0,0.0
2024-02-23,4255,564670,-1.39
2024-02-22,4315,563100,-1.82
2024-02-21,4395,1020,-2.77
2024-02-20,4520,1350,1.35
2024-02-19,4460,1170000,-0.22
2024-02-18,4470,0,0.0
2024-02-16,4470,1800000,0.68
2024-02-15,4440,8450,3.26
2024-02-14,4300,1090000,0.94
2024-02-13,4260,660,4.67
2024-02-08,4070,490590,1.88
2024-02-07,3995,322130,0.0
2024-02-06,3995,349330,-1.72
2024-02-05,4065,300,-0.25
2024-02-04,4075,0,0.0
2024-02-02,4075,601000,3.3
2024-02-01,3945,10,-1.38
2024-01-31,4000,550,-1.23
2024-01-30,4050,1650,0.12
2024-01-29,4045,579030,-1.34
2024-01-28,4100,0,0.0
2024-01-26,4100,542380,1.11
2024-01-25,4055,701730,-2.41
2024-01-24,4155,501430,-2.0
2024-01-23,4240,10,0.36
2024-01-22,4225,528520,-0.82
2024-01-19,4260,765090,-1.73
2024-01-18,4335,40,1.05
2024-01-17,4290,750,-3.16
2024-01-16,4430,1660,-0.23
2024-01-15,4440,1560000,-3.06
2024-01-14,4580,0,0.0
2024-01-12,4580,3950000,-6.53
2024-01-11,4900,23830,8.53
2024-01-10,4515,1260000,-1.63
2024-01-09,4590,4820,7.37
2024-01-08,4275,0,-0.47
2024-01-07,4295,0,0.0
2024-01-05,4295,621720,0.23
2024-01-04,4285,170,-5.93
2024-01-03,4555,140,-3.8
2024-01-02,4735,1320000,1.5
