transaction_date,closing_price,trading_volume,change
2024-05-08,13170,5460,0.08
2024-05-07,13160,4990,0.46
2024-05-03,13100,5060,0.38
2024-05-02,13050,4290,0.15
2024-04-30,13030,4600,0.23
2024-04-29,13000,3800,0.08
2024-04-26,12990,4420,-0.15
2024-04-25,13010,3540,-0.15
2024-04-24,13030,2310,0.08
2024-04-23,13020,4210,-0.15
2024-04-22,13040,4140,0.46
2024-04-19,12980,5110,0.15
2024-04-18,12960,2070,0.0
2024-04-17,12960,2630,0.47
2024-04-16,12900,5380,-0.39
2024-04-15,12950,14810,-0.46
2024-04-12,13010,3250,-0.46
2024-04-11,13070,4910,-0.98
2024-04-09,13200,9400,-2.22
2024-04-08,13500,12040,4.01
2024-04-05,12980,5640,-0.08
2024-04-04,12990,5670,-0.08
2024-04-03,13000,10340,-0.23
2024-04-02,13030,7890,0.08
2024-04-01,13020,11410,-0.15
2024-03-29,13040,3820,0.0
2024-03-28,13040,4160,-0.08
2024-03-27,13050,4870,-0.15
2024-03-26,13070,5230,-0.08
2024-03-25,13080,5980,-0.38
2024-03-22,13130,3390,-0.15
2024-03-21,13150,10530,0.54
2024-03-20,13080,3620,-0.08
2024-03-19,13090,3790,-0.08
2024-03-18,13100,3640,-0.3
2024-03-15,13140,170,-0.08
2024-03-14,13150,6370,0.23
2024-03-13,13120,4130,0.15
2024-03-12,13100,3710,0.0
2024-03-11,13100,9230,-1.43
2024-03-08,13290,20070,0.76
2024-03-07,13190,6760,0.61
2024-03-06,13110,6050,-0.3
2024-03-05,13150,7260,-0.23
2024-03-04,13180,14290,-0.53
2024-02-29,13250,9420,-0.38
2024-02-28,13300,4080,-0.45
2024-02-27,13360,8180,-0.96
2024-02-26,13490,4910,0.07
2024-02-23,13480,5730,0.15
2024-02-22,13460,4360,-1.03
2024-02-21,13600,6040,1.57
2024-02-20,13390,2890,0.45
2024-02-19,13330,15980,-0.15
2024-02-16,13350,9380,-0.74
2024-02-15,13450,4330,0.0
2024-02-14,13450,4880,0.45
2024-02-13,13390,11660,-0.07
2024-02-08,13400,10750,-0.15
2024-02-07,13420,5710,-1.97
2024-02-06,13690,7100,2.62
2024-02-05,13340,6170,-1.19
2024-02-02,13500,17460,2.43
2024-02-01,13180,8280,0.0
2024-01-31,13180,6660,0.69
2024-01-30,13090,7160,-0.3
2024-01-29,13130,10950,0.15
2024-01-26,13110,11310,-0.38
2024-01-25,13160,8109,-0.23
2024-01-24,13190,8870,-0.45
2024-01-23,13250,14010,-1.41
2024-01-22,13440,7120,-0.59
2024-01-19,13520,8980,-0.22
2024-01-18,13550,3450,-0.22
2024-01-17,13580,4830,-0.22
2024-01-16,13610,4160,-0.15
2024-01-15,13630,8000,-0.37
2024-01-12,13680,3970,-0.07
2024-01-11,13690,3740,0.0
2024-01-10,13690,4740,0.0
2024-01-09,13690,3670,-0.22
2024-01-08,13720,8090,0.15
2024-01-05,13700,13140,-0.29
2024-01-04,13740,10340,-0.07
2024-01-03,13750,9190,-0.43
2024-01-02,13810,7830,-0.65
