transaction_date,closing_price,trading_volume,change
2024-05-08,12430,6740,2.05
2024-05-07,12180,10550,-0.25
2024-05-03,12210,11970,0.08
2024-05-02,12200,13730,-1.53
2024-04-30,12390,11440,3.42
2024-04-29,11980,17620,0.0
2024-04-26,11980,31210,0.93
2024-04-25,11870,24620,-2.63
2024-04-24,12190,4820,-0.49
2024-04-23,12250,6620,-0.33
2024-04-22,12290,9640,-3.76
2024-04-19,12770,21090,-3.62
2024-04-18,13250,11930,-0.08
2024-04-17,13260,15030,1.53
2024-04-16,13060,9520,-1.28
2024-04-15,13230,20980,-3.01
2024-04-12,13640,8610,-0.51
2024-04-11,13710,45020,2.31
2024-04-09,13400,5920,2.52
2024-04-08,13070,8980,-3.47
2024-04-05,13540,15950,2.73
2024-04-04,13180,17410,-5.65
2024-04-03,13970,10460,-2.03
2024-04-02,14260,52500,-7.88
2024-04-01,15480,62050,6.76
2024-03-29,14500,49740,7.73
2024-03-28,13460,32060,0.45
2024-03-27,13400,74990,11.67
2024-03-26,12000,7050,4.35
2024-03-25,11500,8000,0.7
2024-03-22,11420,12310,-0.17
2024-03-21,11440,10000,-0.35
2024-03-20,11480,13430,-3.37
2024-03-19,11880,17640,-0.17
2024-03-18,11900,14490,1.62
2024-03-17,11710,0,0.0
2024-03-15,11710,14400,-0.51
2024-03-14,11770,19210,0.09
2024-03-13,11760,16590,-0.17
2024-03-12,11780,33320,-4.31
2024-03-11,12310,8520,-0.32
2024-03-08,12350,26430,5.38
2024-03-07,11720,17100,-2.33
2024-03-06,12000,7170,0.84
2024-03-05,11900,10540,-3.72
2024-03-04,12360,5460,-1.9
2024-02-29,12600,20180,-1.25
2024-02-28,12760,14620,5.89
2024-02-27,12050,18020,-3.83
2024-02-26,12530,19500,-2.11
2024-02-23,12800,22510,-2.81
2024-02-22,13170,24760,-3.02
2024-02-21,13580,20690,0.52
2024-02-20,13510,16230,0.67
2024-02-19,13420,18780,0.52
2024-02-16,13350,126240,-1.69
2024-02-15,13580,8100,-1.16
2024-02-14,13740,5370,2.84
2024-02-13,13360,18280,-0.89
2024-02-08,13480,29090,2.51
2024-02-07,13150,38070,-3.66
2024-02-06,13650,36830,-1.8
2024-02-05,13900,34310,-0.29
2024-02-02,13940,20720,-2.45
2024-02-01,14290,23630,1.28
2024-01-31,14110,58680,-8.67
2024-01-30,15450,28070,3.07
2024-01-29,14990,86680,-5.13
2024-01-26,15800,193600,-11.58
2024-01-25,17870,387380,-1.6
2024-01-24,18160,66640,-1.47
2024-01-23,18430,92150,1.99
2024-01-22,18070,70070,-0.5
2024-01-19,18160,115060,6.89
2024-01-18,16990,39490,2.91
2024-01-17,16510,42230,-4.01
2024-01-16,17200,93730,-1.99
2024-01-15,17550,74260,-2.45
2024-01-12,17990,58140,0.0
2024-01-11,17990,399260,-0.72
2024-01-10,18120,178860,3.72
2024-01-09,17470,41200,-0.29
2024-01-08,17520,67960,-1.96
2024-01-05,17870,40580,2.17
2024-01-04,17490,78370,-0.63
2024-01-03,17600,64980,4.14
2024-01-02,16900,70300,-4.41
