transaction_date,closing_price,trading_volume,change
2024-05-08,1238,22970,0.08
2024-05-07,1237,72740,0.16
2024-05-03,1235,16070,-0.16
2024-05-02,1237,81190,-0.16
2024-04-30,1239,27870,0.81
2024-04-29,1229,20600,0.16
2024-04-26,1227,8189,-0.08
2024-04-25,1228,28080,0.08
2024-04-24,1227,24430,-0.24
2024-04-23,1230,36290,-3.15
2024-04-22,1270,39920,-1.78
2024-04-19,1293,17100,0.39
2024-04-18,1288,14570,0.63
2024-04-17,1280,16050,-1.16
2024-04-16,1295,28580,-0.38
2024-04-15,1300,23680,0.15
2024-04-12,1298,16610,2.37
2024-04-11,1268,20500,-1.93
2024-04-09,1293,35510,-0.08
2024-04-08,1294,13520,0.39
2024-04-05,1289,42590,0.39
2024-04-04,1284,24070,0.16
2024-04-03,1282,79320,0.31
2024-04-02,1278,67650,1.83
2024-04-01,1255,48750,0.88
2024-03-29,1244,15280,-0.48
2024-03-28,1250,19790,-0.87
2024-03-27,1261,15270,0.32
2024-03-26,1257,14210,-0.95
2024-03-25,1269,9620,-0.63
2024-03-22,1277,15890,0.79
2024-03-21,1267,118240,-1.78
2024-03-20,1290,62100,1.02
2024-03-19,1277,16820,-0.55
2024-03-18,1284,7720,0.0
2024-03-15,1284,1520,-0.16
2024-03-14,1286,15270,0.0
2024-03-13,1286,8250,0.78
2024-03-12,1276,20700,-0.39
2024-03-11,1281,27850,1.67
2024-03-08,1260,21210,1.12
2024-03-07,1246,0,2.13
2024-03-06,1220,53830,2.95
2024-03-05,1185,45060,1.89
2024-03-04,1163,14460,-4.36
2024-03-03,1216,0,0.0
2024-02-29,1216,14840,1.93
2024-02-28,1193,23180,-0.75
2024-02-27,1202,32650,-1.39
2024-02-26,1219,21430,0.0
2024-02-23,1219,4050,0.08
2024-02-22,1218,30,-0.33
2024-02-21,1222,22130,-1.69
2024-02-20,1243,11470,0.24
2024-02-19,1240,14880,-1.43
2024-02-16,1258,9280,0.4
2024-02-15,1253,0,-0.08
2024-02-14,1254,13360,-0.16
2024-02-13,1256,14100,1.21
2024-02-08,1241,27130,1.97
2024-02-07,1217,13330,-0.16
2024-02-06,1219,8060,-1.93
2024-02-05,1243,20,1.3
2024-02-02,1227,13470,0.9
2024-02-01,1216,50320,-2.49
2024-01-31,1247,29260,-0.24
2024-01-30,1250,23940,0.0
2024-01-29,1250,15430,-2.04
2024-01-26,1276,31380,0.87
2024-01-25,1265,19320,-0.55
2024-01-24,1272,15210,0.0
2024-01-23,1272,13540,3.25
2024-01-22,1232,76910,-2.45
2024-01-19,1263,46960,2.6
2024-01-18,1231,330,-2.99
2024-01-17,1269,100,0.63
2024-01-16,1261,51180,-3.67
2024-01-15,1309,40770,2.27
2024-01-12,1280,46260,-2.59
2024-01-11,1314,37660,0.61
2024-01-10,1306,17600,1.01
2024-01-09,1293,40140,-0.92
2024-01-08,1305,22430,0.0
2024-01-05,1305,8920,0.54
2024-01-04,1298,13090,0.7
2024-01-03,1289,22370,-3.01
2024-01-02,1329,31250,3.02
