transaction_date,closing_price,trading_volume,change
2024-05-08,13060,109420,1.24
2024-05-07,12900,49300,-0.85
2024-05-03,13010,49770,1.64
2024-05-02,12800,40130,1.43
2024-04-30,12620,30500,-0.47
2024-04-29,12680,76900,3.59
2024-04-26,12240,18350,0.16
2024-04-25,12220,19810,-1.45
2024-04-24,12400,38100,3.25
2024-04-23,12010,91880,-1.8
2024-04-22,12230,98430,0.91
2024-04-19,12120,40190,-2.02
2024-04-18,12370,55040,4.04
2024-04-17,11890,117910,-2.7
2024-04-16,12220,177520,-6.0
2024-04-15,13000,22370,-0.76
2024-04-12,13100,29350,0.69
2024-04-11,13010,61560,-2.55
2024-04-09,13350,41140,-1.48
2024-04-08,13550,50750,-2.45
2024-04-05,13890,44100,-2.32
2024-04-04,14220,61500,-3.27
2024-04-03,14700,76420,2.44
2024-04-02,14350,79250,-4.01
2024-04-01,14950,260000,8.65
2024-03-29,13760,36440,-1.57
2024-03-28,13980,37080,-0.64
2024-03-27,14070,49200,2.7
2024-03-26,13700,62290,1.26
2024-03-25,13530,27760,1.2
2024-03-22,13370,33840,1.29
2024-03-21,13200,29200,-0.08
2024-03-20,13210,44180,-0.08
2024-03-19,13220,47120,-1.64
2024-03-18,13440,48420,-2.11
2024-03-15,13730,36930,-1.22
2024-03-14,13900,45400,-0.07
2024-03-13,13910,24100,-0.07
2024-03-12,13920,33060,0.8
2024-03-11,13810,10,-1.64
2024-03-08,14040,94020,1.96
2024-03-07,13770,10,-1.57
2024-03-06,13990,82840,-1.13
2024-03-05,14150,114710,0.0
2024-03-04,14150,163960,-4.91
2024-02-29,14880,87380,-0.67
2024-02-28,14980,138560,-0.13
2024-02-27,15000,93550,0.0
2024-02-26,15000,99380,-2.6
2024-02-23,15400,166410,0.72
2024-02-22,15290,63490,-0.39
2024-02-21,15350,102730,2.95
2024-02-20,14910,57490,-0.47
2024-02-19,14980,74150,1.9
2024-02-18,14700,0,0.0
2024-02-16,14700,39580,0.55
2024-02-15,14620,56380,-0.88
2024-02-14,14750,36360,0.61
2024-02-13,14660,53150,0.14
2024-02-08,14640,44370,-0.14
2024-02-07,14660,93340,-1.28
2024-02-06,14850,98670,1.5
2024-02-05,14630,68800,1.39
2024-02-02,14430,109170,1.83
2024-02-01,14170,144230,4.27
2024-01-31,13590,89600,-0.66
2024-01-30,13680,40,1.63
2024-01-29,13460,50,1.97
2024-01-26,13200,49770,0.84
2024-01-25,13090,100,-1.36
2024-01-24,13270,64160,-0.15
2024-01-23,13290,33880,0.53
2024-01-22,13220,93550,-1.34
2024-01-19,13400,53330,-0.74
2024-01-18,13500,51650,0.22
2024-01-17,13470,122530,-3.58
2024-01-16,13970,89820,-2.24
2024-01-15,14290,10,-3.64
2024-01-14,14830,0,0.0
2024-01-12,14830,98980,-3.07
2024-01-11,15300,57410,-1.29
2024-01-10,15500,47090,-2.39
2024-01-09,15880,43200,1.47
2024-01-08,15650,70980,0.0
2024-01-05,15650,45330,0.0
2024-01-04,15650,76300,-2.19
2024-01-03,16000,76470,-0.44
2024-01-02,16070,38070,-1.41
