transaction_date,closing_price,trading_volume,change
2024-04-30,8190,352030,0.61
2024-04-29,8140,301720,0.25
2024-04-26,8120,190780,-1.58
2024-04-25,8250,396140,1.85
2024-04-24,8100,144560,0.75
2024-04-23,8040,207260,0.75
2024-04-22,7980,172440,1.01
2024-04-19,7900,247260,1.15
2024-04-18,7810,209100,1.43
2024-04-17,7700,246360,0.65
2024-04-16,7650,219950,0.26
2024-04-15,7630,349340,-0.26
2024-04-12,7650,545450,-2.8
2024-04-11,7870,620680,-1.13
2024-04-09,7960,279210,-1.0
2024-04-08,8040,310790,1.9
2024-04-05,7890,353220,-0.5
2024-04-04,7930,370150,-1.25
2024-04-03,8030,495360,-1.35
2024-04-02,8140,1300000,-2.28
2024-04-01,8330,699720,0.36
2024-03-29,8300,510730,-0.24
2024-03-28,8320,656580,1.84
2024-03-27,8170,377300,0.0
2024-03-26,8170,548940,-2.16
2024-03-25,8350,489550,-1.88
2024-03-22,8510,484880,1.92
2024-03-21,8350,374320,1.09
2024-03-20,8260,373890,-0.24
2024-03-19,8280,498850,-0.84
2024-03-18,8350,360360,0.36
2024-03-15,8320,523230,-0.6
2024-03-14,8370,170,2.7
2024-03-13,8150,222150,1.37
2024-03-12,8040,222270,-0.12
2024-03-11,8050,292540,-2.19
2024-03-10,8230,0,0.0
2024-03-08,8230,342410,-1.44
2024-03-07,8350,971160,3.34
2024-03-06,8080,206180,0.0
2024-03-05,8080,310130,0.87
2024-03-04,8010,467340,-0.37
2024-02-29,8040,689630,0.37
2024-02-28,8010,254320,1.26
2024-02-27,7910,277770,-0.25
2024-02-26,7930,310670,-1.12
2024-02-25,8020,0,0.0
2024-02-23,8020,498430,2.04
2024-02-22,7860,0,-0.88
2024-02-21,7930,446910,0.25
2024-02-20,7910,590890,-3.42
2024-02-19,8190,968800,1.99
2024-02-18,8030,0,0.0
2024-02-16,8030,537510,1.13
2024-02-15,7940,302300,-0.25
2024-02-14,7960,355520,0.63
2024-02-13,7910,664180,-1.0
2024-02-12,7990,0,0.0
2024-02-08,7990,360760,0.13
2024-02-07,7980,329400,1.66
2024-02-06,7850,387210,-1.38
2024-02-05,7960,753520,1.79
2024-02-02,7820,1340000,0.13
2024-02-01,7810,1310000,3.03
2024-01-31,7580,528150,2.71
2024-01-30,7380,0,-0.27
2024-01-29,7400,398660,2.07
2024-01-26,7250,237720,0.0
2024-01-25,7250,160430,1.26
2024-01-24,7160,205930,1.13
2024-01-23,7080,0,0.14
2024-01-22,7070,250610,1.58
2024-01-19,6960,92710,0.43
2024-01-18,6930,189370,-1.0
2024-01-17,7000,148560,-1.27
2024-01-16,7090,90470,-0.14
2024-01-15,7100,160100,1.14
2024-01-12,7020,109890,-0.14
2024-01-11,7030,94800,-0.85
2024-01-10,7090,108920,0.0
2024-01-09,7090,197860,-0.14
2024-01-08,7100,297100,3.35
2024-01-07,6870,0,0.0
2024-01-05,6870,396010,-0.87
2024-01-04,6930,270270,-1.28
2024-01-03,7020,279940,0.57
2024-01-02,6980,565500,-2.38
