transaction_date,closing_price,trading_volume,change
2024-05-08,5130,21810,-0.19
2024-05-07,5140,44010,1.98
2024-05-03,5040,30460,1.72
2024-05-02,4955,23400,0.3
2024-04-30,4940,39230,2.92
2024-04-29,4800,27080,2.02
2024-04-26,4705,23790,-1.26
2024-04-25,4765,23850,-0.73
2024-04-24,4800,25190,1.8
2024-04-23,4715,28350,-1.57
2024-04-22,4790,36320,1.81
2024-04-19,4705,77650,-1.88
2024-04-18,4795,101240,2.46
2024-04-17,4680,929260,-3.01
2024-04-16,4825,62030,-5.02
2024-04-15,5080,50960,-1.55
2024-04-12,5160,23010,-1.34
2024-04-11,5230,37950,-0.57
2024-04-09,5260,36560,-2.05
2024-04-08,5370,33110,-2.36
2024-04-05,5500,24330,-0.9
2024-04-04,5550,19950,-0.89
2024-04-03,5600,32759,-2.61
2024-04-02,5750,23730,-1.2
2024-04-01,5820,23690,0.52
2024-03-29,5790,71320,-2.36
2024-03-28,5930,24340,-0.67
2024-03-27,5970,44740,-1.16
2024-03-26,6040,38930,-1.47
2024-03-25,6130,22620,0.66
2024-03-22,6090,26330,-0.65
2024-03-21,6130,46910,0.16
2024-03-20,6120,33260,-1.13
2024-03-19,6190,68400,-1.43
2024-03-18,6280,28520,0.8
2024-03-15,6230,51720,-1.74
2024-03-14,6340,34180,0.63
2024-03-13,6300,36520,-0.94
2024-03-12,6360,30910,-1.24
2024-03-11,6440,34380,-0.16
2024-03-08,6450,48020,2.38
2024-03-07,6300,0,-2.33
2024-03-06,6450,57300,0.62
2024-03-05,6410,121800,-4.75
2024-03-04,6730,110,-2.75
2024-03-03,6920,0,0.0
2024-02-29,6920,1400000,-14.78
2024-02-28,8120,62470,29.92
2024-02-27,6250,43330,-4.29
2024-02-26,6530,19290,0.15
2024-02-23,6520,19590,-1.95
2024-02-22,6650,21810,0.91
2024-02-21,6590,16620,-0.3
2024-02-20,6610,20140,-0.9
2024-02-19,6670,13920,0.0
2024-02-16,6670,19520,-0.6
2024-02-15,6710,12700,0.15
2024-02-14,6700,37860,0.45
2024-02-13,6670,17960,1.21
2024-02-08,6590,14710,0.61
2024-02-07,6550,24290,-1.95
2024-02-06,6680,19720,-1.91
2024-02-05,6810,34720,2.71
2024-02-02,6630,21570,2.0
2024-02-01,6500,10,-1.07
2024-01-31,6570,19940,-2.38
2024-01-30,6730,10910,0.75
2024-01-29,6680,24530,-0.74
2024-01-26,6730,23030,2.28
2024-01-25,6580,35860,-1.94
2024-01-24,6710,23890,-0.15
2024-01-23,6720,14230,0.0
2024-01-22,6720,24270,-0.15
2024-01-19,6730,21440,-1.32
2024-01-18,6820,57810,-1.59
2024-01-17,6930,59740,-3.21
2024-01-16,7160,18990,-0.56
2024-01-15,7200,69110,-1.77
2024-01-12,7330,24110,-1.21
2024-01-11,7420,17130,0.13
2024-01-10,7410,33240,-1.46
2024-01-09,7520,24740,1.08
2024-01-08,7440,24750,-0.13
2024-01-05,7450,14450,-0.4
2024-01-04,7480,23580,-2.6
2024-01-03,7680,15060,0.0
2024-01-02,7680,22650,0.0
