transaction_date,closing_price,trading_volume,change
2024-05-08,8050,23640,0.75
2024-05-07,7990,22260,-0.5
2024-05-03,8030,29370,-0.62
2024-05-02,8080,21990,-0.86
2024-04-30,8150,27310,1.24
2024-04-29,8050,47520,3.47
2024-04-26,7780,22430,-1.14
2024-04-25,7870,30160,-1.63
2024-04-24,8000,28390,0.76
2024-04-23,7940,37340,0.76
2024-04-22,7880,32350,0.13
2024-04-19,7870,47160,-1.5
2024-04-18,7990,41560,1.27
2024-04-17,7890,39440,-1.25
2024-04-16,7990,118770,-2.92
2024-04-15,8230,38630,-1.91
2024-04-12,8390,41770,1.94
2024-04-11,8230,31920,-0.96
2024-04-09,8310,66430,-1.42
2024-04-08,8430,50990,-1.17
2024-04-05,8530,55290,0.24
2024-04-04,8510,43870,0.0
2024-04-03,8510,68020,-0.93
2024-04-02,8590,76840,-1.49
2024-04-01,8720,111120,0.46
2024-03-29,8680,204220,-5.55
2024-03-28,9190,333180,1.77
2024-03-27,9030,85800,-0.11
2024-03-26,9040,84230,-0.33
2024-03-25,9070,222750,4.86
2024-03-22,8650,58400,-0.69
2024-03-21,8710,75260,-0.23
2024-03-20,8730,71800,-2.02
2024-03-19,8910,120790,-2.52
2024-03-18,9140,113620,0.22
2024-03-17,9120,0,1.11
2024-03-15,9020,50180,-8.33
2024-03-14,9840,209450,-1.6
2024-03-13,10000,915230,11.23
2024-03-12,8990,104790,-0.22
2024-03-11,9010,380,-2.07
2024-03-10,9200,0,0.0
2024-03-08,9200,595340,10.31
2024-03-07,8340,64190,-0.12
2024-03-06,8350,36490,-0.24
2024-03-05,8370,33690,-1.53
2024-03-04,8500,78500,-2.97
2024-03-03,8760,0,0.0
2024-02-29,8760,80160,0.57
2024-02-28,8710,115120,-2.02
2024-02-27,8890,2810,3.98
2024-02-26,8550,23930,0.47
2024-02-23,8510,42830,-0.7
2024-02-22,8570,43190,0.12
2024-02-21,8560,50310,-1.72
2024-02-20,8710,22370,0.69
2024-02-19,8650,51370,-1.14
2024-02-16,8750,66810,1.16
2024-02-15,8650,47120,0.0
2024-02-14,8650,43150,-0.57
2024-02-13,8700,86930,-0.46
2024-02-08,8740,49260,-1.47
2024-02-07,8870,97920,0.45
2024-02-06,8830,36010,-1.67
2024-02-05,8980,21130,0.45
2024-02-02,8940,25500,0.9
2024-02-01,8860,40060,-0.67
2024-01-31,8920,47880,-2.73
2024-01-30,9170,36210,-1.08
2024-01-29,9270,95380,-3.13
2024-01-26,9570,208920,2.03
2024-01-25,9380,93880,-1.05
2024-01-24,9480,161110,2.27
2024-01-23,9270,68480,0.43
2024-01-22,9230,67230,1.65
2024-01-19,9080,39600,0.89
2024-01-18,9000,41160,2.51
2024-01-17,8780,73430,-2.44
2024-01-16,9000,63560,-0.66
2024-01-15,9060,57490,-2.05
2024-01-12,9250,110270,-4.05
2024-01-11,9640,80,-0.41
2024-01-10,9680,100,-1.43
2024-01-09,9820,57640,2.19
2024-01-08,9610,140090,-3.61
2024-01-05,9970,98190,-1.19
2024-01-04,10090,10,-4.81
2024-01-03,10600,403230,3.11
2024-01-02,10280,128840,-3.93
