transaction_date,closing_price,trading_volume,change
2024-05-08,112000,878400,-4.27
2024-05-07,117000,647900,0.34
2024-05-03,116600,1500000,3.64
2024-05-02,112500,1410000,7.55
2024-04-30,104600,370990,-0.95
2024-04-29,105600,474240,-0.94
2024-04-26,106600,852970,1.81
2024-04-25,104700,574240,-3.5
2024-04-24,108500,1150000,6.69
2024-04-23,101700,586640,1.5
2024-04-22,100200,891190,-2.43
2024-04-19,102700,916480,-1.15
2024-04-18,103900,1720000,8.91
2024-04-17,95400,526290,-1.75
2024-04-16,97100,939930,-5.45
2024-04-15,102700,655870,-2.93
2024-04-12,105800,1950000,8.62
2024-04-11,97400,1200000,-6.97
2024-04-09,104700,1540000,1.16
2024-04-08,103500,1310000,-7.92
