transaction_date,closing_price,trading_volume,change
2024-05-08,8850,1260,-0.23
2024-05-07,8870,340,-0.22
2024-05-03,8890,1190,0.0
2024-05-02,8890,1850,1.02
2024-04-30,8800,1580,-3.3
2024-04-29,9100,130,0.44
2024-04-26,9060,10,-0.98
2024-04-25,9150,10,0.44
2024-04-24,9110,20,-0.11
2024-04-23,9120,20,0.66
2024-04-22,9060,390,-5.53
2024-04-19,9590,350,7.27
2024-04-18,8940,460,0.11
2024-04-17,8930,550,0.79
2024-04-16,8860,2360,-0.78
2024-04-15,8930,1070,-0.11
2024-04-12,8940,1890,-0.56
2024-04-11,8990,2000,0.11
2024-04-09,8980,1800,0.22
2024-04-08,8960,2260,-0.44
2024-04-05,9000,200,-0.77
2024-04-04,9070,500,-1.09
2024-04-03,9170,770,-0.22
2024-04-02,9190,130,0.66
2024-04-01,9130,230,0.66
2024-03-29,9070,300,0.11
2024-03-28,9060,1480,0.22
2024-03-27,9040,460,0.56
2024-03-26,8990,760,0.67
2024-03-25,8930,1740,-0.11
2024-03-22,8940,5130,-0.45
2024-03-21,8980,8170,-1.1
2024-03-20,9080,6720,-0.11
2024-03-19,9090,8109,-0.44
2024-03-18,9130,990,-0.76
2024-03-15,9200,780,0.22
2024-03-14,9180,2410,1.55
2024-03-13,9040,460,-0.99
2024-03-12,9130,16440,-1.3
2024-03-11,9250,40,-0.43
2024-03-08,9290,1190,-0.11
2024-03-07,9300,3300,-0.53
2024-03-06,9350,1360,2.19
2024-03-05,9150,660,-0.44
2024-03-04,9190,1470,0.55
2024-02-29,9140,780,0.0
2024-02-28,9140,2200,-0.44
2024-02-27,9180,1010,0.0
2024-02-26,9180,1250,1.44
2024-02-23,9050,1530,0.67
2024-02-22,8990,1280,0.0
2024-02-21,8990,1500,-0.11
2024-02-20,9000,1160,0.0
2024-02-19,9000,390,-1.32
2024-02-16,9120,390,-0.22
2024-02-15,9140,6170,-0.11
2024-02-14,9150,1750,0.33
2024-02-13,9120,3160,-0.76
2024-02-08,9190,1220,-0.43
2024-02-07,9230,240,0.22
2024-02-06,9210,1290,0.44
2024-02-05,9170,320,0.11
2024-02-02,9160,1280,0.88
2024-02-01,9080,940,-1.2
2024-01-31,9190,1130,-1.71
2024-01-30,9350,2290,-0.53
2024-01-29,9400,1290,1.18
2024-01-26,9290,750,0.22
2024-01-25,9270,490,-0.43
2024-01-24,9310,770,-0.11
2024-01-23,9320,740,0.43
2024-01-22,9280,1210,-0.22
2024-01-19,9300,880,0.76
2024-01-18,9230,760,0.76
2024-01-17,9160,840,-0.65
2024-01-16,9220,230,-0.75
2024-01-15,9290,1080,-0.85
2024-01-12,9370,500,0.54
2024-01-11,9320,410,0.0
2024-01-10,9320,120,0.87
2024-01-09,9240,240,0.54
2024-01-08,9190,2610,0.0
2024-01-05,9190,810,0.11
2024-01-04,9180,1010,-0.76
2024-01-03,9250,1030,0.76
2024-01-02,9180,110,-1.29
