transaction_date,closing_price,trading_volume,change
2024-05-08,16610,30850,0.36
2024-05-07,16550,15600,0.42
2024-05-03,16480,19610,1.1
2024-05-02,16300,21780,0.0
2024-04-30,16300,20270,0.49
2024-04-29,16220,24000,1.63
2024-04-26,15960,18220,-0.56
2024-04-25,16050,172930,1.01
2024-04-24,15890,14500,1.99
2024-04-23,15580,15540,-0.13
2024-04-22,15600,14260,0.26
2024-04-19,15560,23910,-1.95
2024-04-18,15870,21370,3.12
2024-04-17,15390,24800,0.46
2024-04-16,15320,49510,-2.54
2024-04-15,15720,54060,-3.2
2024-04-12,16240,102650,-1.22
2024-04-11,16440,1330000,1.86
2024-04-09,16140,9890,-0.19
2024-04-08,16170,27160,-0.12
2024-04-05,16190,31270,-2.0
2024-04-04,16520,29820,-0.96
2024-04-03,16680,28190,-1.07
2024-04-02,16860,30870,-2.43
2024-04-01,17280,29890,3.54
2024-03-29,16690,32110,-2.23
2024-03-28,17070,22140,-0.12
2024-03-27,17090,16440,-0.7
2024-03-26,17210,36500,-0.06
2024-03-25,17220,16070,0.17
2024-03-22,17190,14370,-0.64
2024-03-21,17300,26750,2.37
2024-03-20,16900,19780,-0.35
2024-03-19,16960,19520,-0.76
2024-03-18,17090,19770,-0.12
2024-03-15,17110,40010,-1.21
2024-03-14,17320,21210,-0.4
2024-03-13,17390,28660,0.46
2024-03-12,17310,0,-0.17
2024-03-11,17340,28330,0.23
2024-03-08,17300,25150,0.12
2024-03-07,17280,67420,0.7
2024-03-06,17160,41240,-1.44
2024-03-05,17410,52090,-2.03
2024-03-04,17770,0,-0.67
2024-03-03,17890,0,0.0
2024-02-29,17890,57820,-1.92
2024-02-28,18240,227540,1.39
2024-02-27,17990,10,-2.55
2024-02-26,18460,231930,-0.49
2024-02-25,18550,0,0.0
2024-02-23,18550,119260,-3.34
2024-02-22,19190,190,-0.57
2024-02-21,19300,138380,0.1
2024-02-20,19280,30,0.68
2024-02-19,19150,120,0.05
2024-02-18,19140,0,0.0
2024-02-16,19140,239260,-1.44
2024-02-15,19420,650,-5.96
2024-02-14,20650,210,-18.38
2024-02-13,25300,4120,2.85
2024-02-12,24600,0,0.0
2024-02-08,24600,1790000,5.58
2024-02-07,23300,190,-0.85
2024-02-06,23500,2190000,1.08
2024-02-05,23250,140,14.25
2024-02-02,20350,414040,0.74
2024-02-01,20200,0,1.87
2024-01-31,19830,10,2.22
2024-01-30,19400,240,2.59
2024-01-29,18910,73600,-1.46
2024-01-28,19190,0,0.0
2024-01-26,19190,67960,2.02
2024-01-25,18810,0,0.53
2024-01-24,18710,42170,0.7
2024-01-23,18580,190,-1.28
2024-01-22,18820,90,-1.05
2024-01-21,19020,0,0.0
2024-01-19,19020,123850,-2.21
2024-01-18,19450,750,3.46
2024-01-17,18800,0,-2.08
2024-01-16,19200,276480,-5.65
2024-01-15,20350,0,3.04
2024-01-14,19750,0,0.0
2024-01-12,19750,174910,-1.99
2024-01-11,20150,190,0.75
2024-01-10,20000,470,2.25
2024-01-09,19560,522970,2.95
2024-01-08,19000,330,0.32
2024-01-07,18940,0,0.0
2024-01-05,18940,150660,-0.37
2024-01-04,19010,189450,-4.62
2024-01-03,19930,337030,1.89
2024-01-02,19560,293070,0.57
