transaction_date,closing_price,trading_volume,change
2024-05-08,12250,614120,-7.48
2024-05-07,13240,126020,-0.45
2024-05-03,13300,332970,-1.41
2024-05-02,13490,139480,1.5
2024-04-30,13290,151340,-1.04
2024-04-29,13430,217390,-2.33
2024-04-26,13750,215760,-3.31
2024-04-25,14220,262810,2.52
2024-04-24,13870,142770,-0.86
2024-04-23,13990,187060,0.07
2024-04-22,13980,221090,4.41
2024-04-19,13390,314010,-2.05
2024-04-18,13670,162620,1.26
2024-04-17,13500,318670,4.09
2024-04-16,12970,555860,-5.05
2024-04-15,13660,434360,-5.27
2024-04-12,14420,360980,1.62
2024-04-11,14190,373240,-3.6
2024-04-09,14720,637990,5.22
2024-04-08,13990,512730,-1.89
2024-04-05,14260,468790,2.0
2024-04-04,13980,390900,5.11
2024-04-03,13300,982110,-3.62
2024-04-02,13800,421150,-2.4
2024-04-01,14140,926290,6.96
2024-03-29,13220,247840,1.07
2024-03-28,13080,462350,-2.32
2024-03-27,13390,673580,-0.67
2024-03-26,13480,4390000,8.89
2024-03-25,12380,189880,1.89
2024-03-22,12150,149310,0.58
2024-03-21,12080,296850,-2.03
2024-03-20,12330,256839,-3.22
2024-03-19,12740,295610,-0.23
2024-03-18,12770,405460,-2.96
2024-03-17,13160,0,0.0
2024-03-15,13160,1340,5.96
2024-03-14,12420,240,-2.36
2024-03-13,12720,770,-2.68
2024-03-12,13070,2350,5.83
2024-03-11,12350,90,1.23
2024-03-10,12200,0,0.0
2024-03-08,12200,512799,0.0
2024-03-07,12200,770980,7.21
2024-03-06,11380,1280,-2.9
2024-03-05,11720,345780,-1.18
2024-03-04,11860,436300,-0.5
2024-03-03,11920,0,0.0
2024-02-29,11920,396450,-2.21
2024-02-28,12190,360,4.64
2024-02-27,11650,110,-2.75
2024-02-26,11980,260,-0.99
2024-02-25,12100,0,0.0
2024-02-23,12100,1400000,-0.49
2024-02-22,12160,2260,-5.74
2024-02-21,12900,12480000,0.0
2024-02-20,12900,10,29.91
2024-02-19,9930,2070,4.97
2024-02-18,9460,0,0.0
2024-02-16,9460,163790,-2.97
2024-02-15,9750,215230,-2.3
2024-02-14,9980,670,3.96
2024-02-13,9600,135970,0.52
2024-02-08,9550,144460,2.8
2024-02-07,9290,192170,-2.52
2024-02-06,9530,146870,-2.26
2024-02-05,9750,50,0.52
2024-02-04,9700,0,0.0
2024-02-02,9700,347660,1.15
2024-02-01,9590,468300,-5.98
2024-01-31,10200,10,-0.78
2024-01-30,10280,60,3.21
2024-01-29,9960,140,-8.54
2024-01-26,10890,910880,6.66
2024-01-25,10210,719620,2.1
2024-01-24,10000,310,-1.77
2024-01-23,10180,1240000,5.27
2024-01-22,9670,0,3.64
2024-01-21,9330,0,0.0
2024-01-19,9330,260570,-0.74
2024-01-18,9400,552560,8.29
2024-01-17,8680,332610,-6.77
2024-01-16,9310,291230,-2.0
2024-01-15,9500,376060,-6.86
2024-01-14,10200,0,0.0
2024-01-12,10200,633530,3.24
2024-01-11,9880,259550,0.0
2024-01-10,9880,0,1.02
2024-01-09,9780,590700,-0.41
2024-01-08,9820,0,2.4
2024-01-05,9590,457640,1.7
2024-01-04,9430,2060000,5.84
2024-01-03,8910,1030000,8.53
2024-01-02,8210,220,-1.2
