transaction_date,closing_price,trading_volume,change
2024-05-08,5370,39750,1.32
2024-05-07,5300,15520,-1.12
2024-05-03,5360,29660,-1.11
2024-05-02,5420,22370,0.93
2024-04-30,5370,16510,1.51
2024-04-29,5290,24720,0.38
2024-04-26,5270,12620,0.19
2024-04-25,5260,24930,-0.19
2024-04-24,5270,34830,1.93
2024-04-23,5170,23540,-0.58
2024-04-22,5200,18380,1.76
2024-04-19,5110,34730,-3.04
2024-04-18,5270,26770,2.93
2024-04-17,5120,29940,-1.54
2024-04-16,5200,26880,-1.7
2024-04-15,5290,45650,1.73
2024-04-12,5200,20160,1.17
2024-04-11,5140,27290,-1.15
2024-04-09,5200,31220,0.58
2024-04-08,5170,101710,-3.36
2024-04-05,5350,75240,-1.83
2024-04-04,5450,34360,-2.5
2024-04-03,5590,55220,0.36
2024-04-02,5570,118220,-2.96
2024-04-01,5740,82040,0.17
2024-03-29,5730,92580,1.24
2024-03-28,5660,182490,-2.25
2024-03-27,5790,270020,-6.61
2024-03-26,6200,366070,-4.32
2024-03-25,6480,1010000,-1.97
2024-03-22,6610,4670000,17.41
2024-03-21,5630,376000,3.3
2024-03-20,5450,77770,2.44
2024-03-19,5320,51720,-1.66
2024-03-18,5410,135920,1.31
2024-03-17,5340,0,0.0
2024-03-15,5340,975670,3.49
2024-03-14,5160,34360,1.57
2024-03-13,5080,40720,-3.05
2024-03-12,5240,66340,3.56
2024-03-11,5060,25260,-0.2
2024-03-08,5070,35040,0.6
2024-03-07,5040,26390,0.8
2024-03-06,5000,26550,-0.99
2024-03-05,5050,35470,0.6
2024-03-04,5020,70350,-2.14
2024-02-29,5130,74560,0.98
2024-02-28,5080,1520000,1.2
2024-02-27,5020,20260,-1.76
2024-02-26,5110,25080,1.19
2024-02-23,5050,56320,-0.2
2024-02-22,5060,54160,-2.5
2024-02-21,5190,90750,-0.38
2024-02-20,5210,1270000,4.3
2024-02-19,4995,8130,-0.5
2024-02-16,5020,23160,0.2
2024-02-15,5010,8680,0.2
2024-02-14,5000,16329,-0.99
2024-02-13,5050,9670,-0.2
2024-02-08,5060,14040,0.2
2024-02-07,5050,18470,0.0
2024-02-06,5050,10750,-0.79
2024-02-05,5090,8780,0.2
2024-02-02,5080,4180,1.2
2024-02-01,5020,14690,-3.09
2024-01-31,5180,34230,0.0
2024-01-30,5180,6330,0.78
2024-01-29,5140,4250,-1.15
2024-01-26,5200,10180,0.19
2024-01-25,5190,16560,-0.57
2024-01-24,5220,10200,-1.51
2024-01-23,5300,5120,-0.19
2024-01-22,5310,5630,-0.19
2024-01-19,5320,4750,1.33
2024-01-18,5250,12160,0.77
2024-01-17,5210,11050,-1.14
2024-01-16,5270,7370,0.38
2024-01-15,5250,34540,-3.85
2024-01-12,5460,18350,-0.73
2024-01-11,5500,6130,-1.96
2024-01-10,5610,8610,-1.23
2024-01-09,5680,16900,1.79
2024-01-08,5580,3660,-0.53
2024-01-05,5610,19230,3.13
2024-01-04,5440,9960,-2.86
2024-01-03,5600,12570,0.9
2024-01-02,5550,32250,3.35
