transaction_date,closing_price,trading_volume,change
2024-05-08,14450,11950,0.42
2024-05-07,14390,17260,0.07
2024-05-03,14380,14040,1.34
2024-05-02,14190,10580,0.35
2024-04-30,14140,56710,2.02
2024-04-29,13860,10370,0.22
2024-04-26,13830,13290,-0.29
2024-04-25,13870,60710,0.0
2024-04-24,13870,10780,0.43
2024-04-23,13810,7670,0.15
2024-04-22,13790,12200,1.47
2024-04-19,13590,30560,-1.02
2024-04-18,13730,9620,0.22
2024-04-17,13700,11900,-0.22
2024-04-16,13730,28020,-0.22
2024-04-15,13760,57570,-2.69
2024-04-12,14140,17200,-0.42
2024-04-11,14200,9260,-0.63
2024-04-09,14290,9450,-0.21
2024-04-08,14320,14040,-0.28
2024-04-05,14360,15240,-1.1
2024-04-04,14520,11350,-0.41
2024-04-03,14580,25450,1.11
2024-04-02,14420,13530,-1.23
2024-04-01,14600,12190,0.41
2024-03-29,14540,11180,0.28
2024-03-28,14500,19280,-0.89
2024-03-27,14630,9200,0.21
2024-03-26,14600,15430,0.0
2024-03-25,14600,16300,0.27
2024-03-22,14560,10900,0.21
2024-03-21,14530,24530,1.18
2024-03-20,14360,17070,-0.07
2024-03-19,14370,14730,-1.51
2024-03-18,14590,10070,0.41
2024-03-15,14530,26900,0.35
2024-03-14,14480,26440,0.63
2024-03-13,14390,17840,-0.07
2024-03-12,14400,16149,-0.14
2024-03-11,14420,13370,0.84
2024-03-08,14300,14000,-0.21
2024-03-07,14330,17090,-0.21
2024-03-06,14360,23920,-0.28
2024-03-05,14400,13090,0.98
2024-03-04,14260,29010,0.0
2024-02-29,14260,94330,-2.79
2024-02-28,14670,9760,0.76
2024-02-27,14560,27390,-2.02
2024-02-26,14860,18440,-0.47
2024-02-23,14930,6790,-0.4
2024-02-22,14990,16379,-0.73
2024-02-21,15100,18550,-0.66
2024-02-20,15200,16550,-0.98
2024-02-19,15350,53760,2.68
2024-02-16,14950,10810,0.07
2024-02-15,14940,22680,-0.86
2024-02-14,15070,38100,1.62
2024-02-13,14830,21370,-1.2
2024-02-08,15010,21370,0.6
2024-02-07,14920,14600,0.0
2024-02-06,14920,24680,-1.0
2024-02-05,15070,21580,1.14
2024-02-02,14900,19070,0.81
2024-02-01,14780,30680,2.64
2024-01-31,14400,0,-1.03
2024-01-30,14550,28810,1.39
2024-01-29,14350,14020,0.42
2024-01-26,14290,15890,0.35
2024-01-25,14240,26080,-0.42
2024-01-24,14300,10960,-1.04
2024-01-23,14450,9070,0.42
2024-01-22,14390,37820,-0.14
2024-01-19,14410,34520,-0.89
2024-01-18,14540,24200,0.0
2024-01-17,14540,34570,-1.89
2024-01-16,14820,21280,-0.67
2024-01-15,14920,21970,-1.19
2024-01-12,15100,35530,-0.59
2024-01-11,15190,44160,-1.75
2024-01-10,15460,60010,1.78
2024-01-09,15190,32119,0.53
2024-01-08,15110,19570,-0.66
2024-01-05,15210,45550,-1.11
2024-01-04,15380,34190,-0.58
2024-01-03,15470,34790,0.78
2024-01-02,15350,99930,2.06
