transaction_date,closing_price,trading_volume,change
2024-05-08,1343,520870,-0.3
2024-05-07,1347,354840,-0.59
2024-05-03,1355,377160,1.88
2024-05-02,1330,238530,-0.45
2024-04-30,1336,412420,-0.22
2024-04-29,1339,212800,1.52
2024-04-26,1319,328550,-1.57
2024-04-25,1340,241960,-0.22
2024-04-24,1343,407660,2.36
2024-04-23,1312,490310,-1.58
2024-04-22,1333,1340000,0.23
2024-04-19,1330,421770,-1.92
2024-04-18,1356,687230,4.31
2024-04-17,1300,350530,-0.38
2024-04-16,1305,1800000,-3.48
2024-04-15,1352,1450000,-1.24
2024-04-12,1369,1410000,0.88
2024-04-11,1357,4240000,3.59
2024-04-09,1310,5360000,1.55
2024-04-08,1290,8640000,-0.54
2024-04-05,1297,1140000,-2.63
2024-04-04,1332,671920,0.53
2024-04-03,1325,1000000,-1.27
2024-04-02,1342,1470000,-2.4
2024-04-01,1375,2620000,1.33
2024-03-29,1357,4059999,-5.96
2024-03-28,1443,14510000,-2.96
2024-03-27,1487,43010000,-7.87
2024-03-26,1614,61160000,29.95
2024-03-25,1242,249370,-0.56
2024-03-22,1249,110410,-0.48
2024-03-21,1255,80910,-0.71
2024-03-20,1264,175230,1.36
2024-03-19,1247,143480,-0.4
2024-03-18,1252,111630,-0.24
2024-03-15,1255,23440,-0.16
2024-03-14,1257,168110,0.56
2024-03-13,1250,134850,-0.4
2024-03-12,1255,238240,-0.08
2024-03-11,1256,92590,-0.79
2024-03-08,1266,49920,0.16
2024-03-07,1264,133390,0.16
2024-03-06,1262,142090,-1.33
2024-03-05,1279,176500,0.31
2024-03-04,1275,208650,-0.62
2024-03-03,1283,0,0.0
2024-02-29,1283,156770,-0.16
2024-02-28,1285,200850,0.0
2024-02-27,1285,10,-1.98
2024-02-26,1311,161680,-0.08
2024-02-23,1312,782920,-2.45
2024-02-22,1345,40,1.59
2024-02-21,1324,96510,-0.97
2024-02-20,1337,135240,-0.22
2024-02-19,1340,132110,0.6
2024-02-16,1332,160280,-0.08
2024-02-15,1333,110,1.83
2024-02-14,1309,139490,0.54
2024-02-13,1302,77160,0.39
2024-02-08,1297,102920,1.09
2024-02-07,1283,114940,0.16
2024-02-06,1281,179120,-0.77
2024-02-05,1291,157360,-1.0
2024-02-02,1304,146840,0.08
2024-02-01,1303,185410,-0.15
2024-01-31,1305,60,-2.97
2024-01-30,1345,437620,-0.59
2024-01-29,1353,623740,-0.81
2024-01-26,1364,298180,1.72
2024-01-25,1341,478890,-1.83
2024-01-24,1366,730520,0.81
2024-01-23,1355,1620,4.07
2024-01-22,1302,174390,-0.31
2024-01-21,1306,0,0.0
2024-01-19,1306,596910,2.75
2024-01-18,1271,263890,0.47
2024-01-17,1265,410210,-2.84
2024-01-16,1302,237250,-1.96
2024-01-15,1328,440,-0.15
2024-01-12,1330,230210,-1.63
2024-01-11,1352,533670,0.97
2024-01-10,1339,180,-0.96
2024-01-09,1352,398040,0.52
2024-01-08,1345,755910,3.86
2024-01-05,1295,86630,0.08
2024-01-04,1294,151060,-0.77
2024-01-03,1304,173010,-0.91
2024-01-02,1316,243980,2.02
