transaction_date,closing_price,trading_volume,change
2024-05-08,14970,21680,0.2
2024-05-07,14940,27600,-0.07
2024-05-03,14950,36290,-0.99
2024-05-02,15100,34220,0.94
2024-04-30,14960,30020,-0.13
2024-04-29,14980,18780,0.33
2024-04-26,14930,37700,-1.13
2024-04-25,15100,37690,0.2
2024-04-24,15070,51610,-0.2
2024-04-23,15100,73620,-0.85
2024-04-22,15230,233090,0.59
2024-04-19,15140,328780,2.57
2024-04-18,14760,109330,1.93
2024-04-17,14480,77450,3.5
2024-04-16,13990,55050,-1.82
2024-04-15,14250,29690,0.35
2024-04-12,14200,31620,-0.14
2024-04-11,14220,37010,-1.04
2024-04-09,14370,45110,0.0
2024-04-08,14370,71560,-0.96
2024-04-05,14510,59590,-0.89
2024-04-04,14640,50470,-0.75
2024-04-03,14750,45330,-0.94
2024-04-02,14890,78610,-1.0
2024-04-01,15040,33420,0.94
2024-03-29,14900,77100,-1.32
2024-03-28,15100,92920,-1.88
2024-03-27,15390,90770,0.92
2024-03-26,15250,87320,-0.97
2024-03-25,15400,96590,0.59
2024-03-22,15310,86700,0.59
2024-03-21,15220,63450,-0.2
2024-03-20,15250,98970,0.73
2024-03-19,15140,77460,-0.85
2024-03-18,15270,121150,0.79
2024-03-17,15150,0,0.0
2024-03-15,15150,0,0.2
2024-03-14,15120,240,-0.4
2024-03-13,15180,63890,0.2
2024-03-12,15150,0,0.2
2024-03-11,15120,0,0.87
2024-03-10,14990,0,0.0
2024-03-08,14990,67820,1.97
2024-03-07,14700,122590,-1.61
2024-03-06,14940,247930,1.15
2024-03-05,14770,1380000,0.54
2024-03-04,14690,50720,-1.01
2024-03-03,14840,0,0.0
2024-02-29,14840,52730,0.27
2024-02-28,14800,27180,1.72
2024-02-27,14550,72890,-1.09
2024-02-26,14710,32850,-0.27
2024-02-23,14750,78110,-1.47
2024-02-22,14970,22290,-0.07
2024-02-21,14980,36550,0.13
2024-02-20,14960,0,-0.73
2024-02-19,15070,0,0.27
2024-02-18,15030,0,0.0
2024-02-16,15030,34030,0.4
2024-02-15,14970,44540,-0.53
2024-02-14,15050,32600,0.27
2024-02-13,15010,100,0.6
2024-02-12,14920,0,0.0
2024-02-08,14920,35320,0.13
2024-02-07,14900,29240,0.61
2024-02-06,14810,28440,-0.4
2024-02-05,14870,200,0.88
2024-02-04,14740,0,0.0
2024-02-02,14740,38090,0.82
2024-02-01,14620,59660,-0.2
2024-01-31,14650,49940,-1.74
2024-01-30,14910,31520,0.68
2024-01-29,14810,41450,-0.07
2024-01-26,14820,30980,0.47
2024-01-25,14750,30580,-0.07
2024-01-24,14760,31650,-1.14
2024-01-23,14930,40560,0.54
2024-01-22,14850,0,1.02
2024-01-19,14700,52000,0.48
2024-01-18,14630,0,0.97
2024-01-17,14490,110,-1.96
2024-01-16,14780,153150,-0.81
2024-01-15,14900,10,-0.93
2024-01-14,15040,0,0.0
2024-01-12,15040,137070,-1.83
2024-01-11,15320,52490,0.07
2024-01-10,15310,102470,-1.35
2024-01-09,15520,69160,0.13
2024-01-08,15500,61010,0.19
2024-01-07,15470,0,0.0
2024-01-05,15470,66980,-1.09
2024-01-04,15640,10,-1.7
2024-01-03,15910,90,0.19
2024-01-02,15880,105470,1.4
