transaction_date,closing_price,trading_volume,change
2024-05-08,8600,28850,0.47
2024-05-07,8560,25520,-4.89
2024-05-03,9000,6600,-0.22
2024-05-02,9020,19540,-0.55
2024-04-30,9070,8720,-0.33
2024-04-29,9100,16950,3.64
2024-04-26,8780,22350,1.86
2024-04-25,8620,53120,5.12
2024-04-24,8200,11110,1.49
2024-04-23,8080,12230,0.37
2024-04-22,8050,10510,0.12
2024-04-19,8040,13750,-0.12
2024-04-18,8050,10510,0.88
2024-04-17,7980,9780,-0.87
2024-04-16,8050,13370,-0.86
2024-04-15,8120,9430,-2.05
2024-04-12,8290,24350,1.72
2024-04-11,8150,8100,-2.04
2024-04-09,8320,17240,-0.36
2024-04-08,8350,19110,-1.76
2024-04-05,8500,14070,-0.82
2024-04-04,8570,17300,-0.35
2024-04-03,8600,23960,-0.46
2024-04-02,8640,45480,-3.14
2024-04-01,8920,46710,0.22
2024-03-29,8900,24220,-2.09
2024-03-28,9090,17180,-1.09
2024-03-27,9190,8010,-1.71
2024-03-26,9350,17420,-0.85
2024-03-25,9430,29080,1.4
2024-03-22,9300,20520,0.11
2024-03-21,9290,25780,-0.11
2024-03-20,9300,21800,1.42
2024-03-19,9170,16910,0.55
2024-03-18,9120,23470,-0.33
