transaction_date,closing_price,trading_volume,change
2024-05-08,3135,13960,0.0
2024-05-07,3135,7780,1.29
2024-05-03,3095,14350,0.49
2024-05-02,3080,17520,-0.96
2024-04-30,3110,14500,-1.74
2024-04-29,3165,12130,0.16
2024-04-26,3160,17310,0.0
2024-04-25,3160,55970,2.1
2024-04-24,3095,14650,0.49
2024-04-23,3080,12130,-1.6
2024-04-22,3130,18980,-0.32
2024-04-19,3140,11860,-1.88
2024-04-18,3200,24560,3.39
2024-04-17,3095,15280,-0.16
2024-04-16,3100,14230,-1.59
2024-04-15,3150,12740,-0.94
2024-04-12,3180,16450,0.16
2024-04-11,3175,19760,0.16
2024-04-09,3170,10510,0.63
2024-04-08,3150,15020,-0.63
2024-04-05,3170,13230,-0.16
2024-04-04,3175,14280,0.0
2024-04-03,3175,32369,-1.4
2024-04-02,3220,20720,-0.46
2024-04-01,3235,18740,0.15
2024-03-29,3230,18880,-0.31
2024-03-28,3240,9730,-1.22
2024-03-27,3280,14400,-0.91
2024-03-26,3310,26290,2.0
2024-03-25,3245,21170,-1.07
2024-03-22,3280,18920,1.86
2024-03-21,3220,14220,0.16
2024-03-20,3215,10970,-0.16
2024-03-19,3220,10450,-1.68
2024-03-18,3275,7680,1.24
2024-03-15,3235,1010,-1.37
2024-03-14,3280,0,-0.46
2024-03-13,3295,20920,0.61
2024-03-12,3275,14210,0.31
2024-03-11,3265,110,-1.66
2024-03-10,3320,0,0.0
2024-03-08,3320,8130,2.15
2024-03-07,3250,11230,-0.76
2024-03-06,3275,18580,-0.46
2024-03-05,3290,12740,-1.35
2024-03-04,3335,23570,-0.74
2024-03-03,3360,0,0.0
2024-02-29,3360,11180,-1.18
2024-02-28,3400,19650,2.1
2024-02-27,3330,17340,0.0
2024-02-26,3330,23670,-2.06
2024-02-25,3400,0,0.0
2024-02-23,3400,11370,-1.31
2024-02-22,3445,14140,-0.86
2024-02-21,3475,12730,-0.57
2024-02-20,3495,0,-0.57
2024-02-19,3515,22960,1.01
2024-02-16,3480,36570,-2.38
2024-02-15,3565,94980,3.48
2024-02-14,3445,38110,2.53
2024-02-13,3360,22680,0.0
2024-02-12,3360,0,0.0
2024-02-08,3360,102980,2.44
2024-02-07,3280,10810,-1.8
2024-02-06,3340,13350,-0.89
2024-02-05,3370,10,0.6
2024-02-04,3350,0,0.0
2024-02-02,3350,17140,2.6
2024-02-01,3265,28650,-0.31
2024-01-31,3275,10,-2.09
2024-01-30,3345,10990,0.6
2024-01-29,3325,35060,-2.92
2024-01-26,3425,24570,0.74
2024-01-25,3400,29300,-2.58
2024-01-24,3490,25050,-1.69
2024-01-23,3550,28890,1.28
2024-01-22,3505,31420,-0.28
2024-01-21,3515,0,0.0
2024-01-19,3515,28490,0.43
2024-01-18,3500,30280,0.29
2024-01-17,3490,34790,-3.99
2024-01-16,3635,25370,1.11
2024-01-15,3595,16750,-0.55
2024-01-12,3615,46340,-5.49
2024-01-11,3825,80,3.52
2024-01-10,3695,19230,-1.47
2024-01-09,3750,30820,2.04
2024-01-08,3675,17500,1.1
2024-01-05,3635,33300,1.11
2024-01-04,3595,32659,-2.18
2024-01-03,3675,17900,-0.81
2024-01-02,3705,45570,2.49
