transaction_date,closing_price,trading_volume,change
2024-05-08,1285,134950,-0.39
2024-05-07,1290,138530,-0.23
2024-05-03,1293,62520,-0.08
2024-05-02,1294,81690,-0.31
2024-04-30,1298,57530,-0.54
2024-04-29,1305,142230,1.16
2024-04-26,1290,180900,0.78
2024-04-25,1280,56930,-0.16
2024-04-24,1282,159050,0.16
2024-04-23,1280,70380,0.0
2024-04-22,1280,135170,-0.16
2024-04-19,1282,108970,-0.23
2024-04-18,1285,43760,1.58
2024-04-17,1265,58250,0.08
2024-04-16,1264,229070,-1.86
2024-04-15,1288,118760,0.39
2024-04-12,1283,127050,0.08
2024-04-11,1282,98480,-0.93
2024-04-09,1294,188440,1.01
2024-04-08,1281,142380,-0.08
2024-04-05,1282,132120,-0.54
2024-04-04,1289,134720,-0.46
2024-04-03,1295,174740,-0.08
2024-04-02,1296,136640,-1.37
2024-04-01,1314,156200,0.38
2024-03-29,1309,78800,0.69
2024-03-28,1300,169850,0.0
2024-03-27,1300,108550,-0.54
2024-03-26,1307,118810,-0.15
2024-03-25,1309,175100,-0.61
2024-03-22,1317,235940,1.62
2024-03-21,1296,139130,0.0
2024-03-20,1296,85950,0.08
2024-03-19,1295,114910,0.08
2024-03-18,1294,190320,0.15
2024-03-15,1292,141450,0.0
2024-03-14,1292,0,0.7
2024-03-13,1283,0,-0.7
2024-03-12,1292,286470,-0.69
2024-03-11,1301,330060,-1.44
2024-03-08,1320,190700,-0.6
2024-03-07,1328,235670,-1.99
2024-03-06,1355,775690,0.74
2024-03-05,1345,1430000,4.51
2024-03-04,1287,137530,0.55
2024-02-29,1280,95300,0.0
2024-02-28,1280,91820,-0.08
2024-02-27,1281,298820,-1.0
2024-02-26,1294,291780,-1.07
2024-02-23,1308,231980,0.15
2024-02-22,1306,105280,-0.68
2024-02-21,1315,299200,-0.3
2024-02-20,1319,236190,-1.05
2024-02-19,1333,158180,-0.37
2024-02-16,1338,232270,0.53
2024-02-15,1331,315210,-0.6
2024-02-14,1339,338360,-0.07
2024-02-13,1340,228840,1.13
2024-02-08,1325,607870,-1.85
2024-02-07,1350,417270,-0.66
2024-02-06,1359,509560,-0.07
2024-02-05,1360,412920,1.87
2024-02-02,1335,287610,-0.07
2024-02-01,1336,598430,2.53
2024-01-31,1303,442830,-0.46
2024-01-30,1309,241870,0.08
2024-01-29,1308,278840,1.79
2024-01-26,1285,112400,0.23
2024-01-25,1282,274900,-1.38
2024-01-24,1300,292640,0.31
2024-01-23,1296,202130,1.09
2024-01-22,1282,90700,0.08
2024-01-19,1281,269090,-0.39
2024-01-18,1286,181670,0.23
2024-01-17,1283,478700,-2.06
2024-01-16,1310,295830,-0.61
2024-01-15,1318,162580,-0.68
2024-01-14,1327,0,0.0
2024-01-12,1327,407830,-0.23
2024-01-11,1330,618450,-0.6
2024-01-10,1338,263340,-0.15
2024-01-09,1340,0,-2.9
2024-01-08,1380,758120,0.0
2024-01-07,1380,0,0.0
2024-01-05,1380,726250,-1.64
2024-01-04,1403,10000,-0.14
2024-01-03,1405,500,0.5
2024-01-02,1398,597970,-1.89
