transaction_date,closing_price,trading_volume,change
2024-05-08,4290,87970,-3.6
2024-05-07,4450,1070000,7.75
2024-05-03,4130,5090,0.24
2024-05-02,4120,4970,0.61
2024-04-30,4095,4630,0.61
2024-04-29,4070,8250,0.25
2024-04-26,4060,16970,-1.1
2024-04-25,4105,14410,-2.61
2024-04-24,4215,16410,1.44
2024-04-23,4155,17340,-1.07
2024-04-22,4200,16940,-4.11
2024-04-19,4380,7280,-2.56
2024-04-18,4495,12790,4.41
2024-04-17,4305,4410,-0.12
2024-04-16,4310,24080,-2.27
2024-04-15,4410,23250,-1.23
2024-04-12,4465,38070,-1.0
2024-04-11,4510,27340,-2.59
2024-04-09,4630,10770,-1.07
2024-04-08,4680,29040,-1.27
2024-04-05,4740,9490,-1.25
2024-04-04,4800,15610,0.0
2024-04-03,4800,32270,-2.34
2024-04-02,4915,88590,-0.1
2024-04-01,4920,12520,0.82
2024-03-29,4880,12060,0.31
2024-03-28,4865,16920,-0.61
2024-03-27,4895,20830,0.0
2024-03-26,4895,20960,-1.31
2024-03-25,4960,30090,-3.5
2024-03-22,5140,53930,3.42
2024-03-21,4970,47500,-0.1
2024-03-20,4975,19620,4.19
2024-03-19,4775,27720,-1.75
2024-03-18,4860,13800,-0.31
2024-03-15,4875,16480,-1.12
2024-03-14,4930,15590,-0.9
2024-03-13,4975,12450,0.3
2024-03-12,4960,13800,-1.39
2024-03-11,5030,19370,-1.57
2024-03-08,5110,23430,2.82
2024-03-07,4970,19210,-0.8
2024-03-06,5010,20020,-1.96
2024-03-05,5110,18970,-0.2
2024-03-04,5120,21120,-3.21
2024-02-29,5290,57990,3.12
2024-02-28,5130,25700,0.2
2024-02-27,5120,39950,-1.92
2024-02-26,5220,54980,1.75
2024-02-23,5130,40510,-3.02
2024-02-22,5290,36160,0.0
2024-02-21,5290,27410,0.95
2024-02-20,5240,38450,-2.42
2024-02-19,5370,187920,-2.19
2024-02-18,5490,0,0.0
2024-02-16,5490,870990,12.38
2024-02-15,4885,7910,-0.1
2024-02-14,4890,10330,-1.11
2024-02-13,4945,9640,2.06
2024-02-08,4845,8900,1.15
2024-02-07,4790,19110,0.1
2024-02-06,4785,10800,-1.03
2024-02-05,4835,10060,0.1
2024-02-02,4830,41610,-2.82
2024-02-01,4970,36650,-0.6
2024-01-31,5000,21330,-2.72
2024-01-30,5140,10,4.47
2024-01-29,4920,169910,-8.04
2024-01-26,5350,83350,-5.31
2024-01-25,5650,10,-3.58
2024-01-24,5860,50830,-1.84
2024-01-23,5970,102270,1.7
2024-01-22,5870,136020,10.13
2024-01-21,5330,0,0.0
2024-01-19,5330,424420,13.4
2024-01-18,4700,4420,2.06
2024-01-17,4605,22800,-4.26
2024-01-16,4810,12900,-0.62
2024-01-15,4840,5880,0.52
2024-01-14,4815,0,0.0
2024-01-12,4815,15730,0.21
2024-01-11,4805,5480,0.1
2024-01-10,4800,7390,0.63
2024-01-09,4770,8900,-0.21
2024-01-08,4780,6060,0.74
2024-01-05,4745,22060,-0.42
2024-01-04,4765,14940,-1.95
2024-01-03,4860,28850,1.25
2024-01-02,4800,7640,0.63
