transaction_date,closing_price,trading_volume,change
2024-05-08,6200,10,0.16
2024-05-07,6190,10,4.38
2024-05-03,5930,480,-1.0
2024-05-02,5990,30,-2.76
2024-04-30,6160,590,-0.16
2024-04-29,6170,0,2.15
2024-04-26,6040,10,-0.33
2024-04-25,6060,390,-0.49
2024-04-24,6090,130,-0.98
2024-04-23,6150,100,-0.65
2024-04-22,6190,130,3.34
2024-04-19,5990,0,0.34
2024-04-18,5970,10,-0.17
2024-04-17,5980,0,0.5
2024-04-16,5950,1700,0.68
2024-04-15,5910,40,0.68
2024-04-12,5870,5810,-0.68
2024-04-11,5910,40,0.68
2024-04-09,5870,450,-2.17
2024-04-08,6000,0,0.17
2024-04-05,5990,2650,0.17
2024-04-04,5980,1310,-2.92
2024-04-03,6160,10,2.67
2024-04-02,6000,10,0.17
2024-04-01,5990,320,-0.17
2024-03-29,6000,370,-2.28
2024-03-28,6140,30,6.6
2024-03-27,5760,270,-6.95
2024-03-26,6190,460,3.34
2024-03-25,5990,2390,-2.6
2024-03-22,6150,250,-0.81
2024-03-21,6200,940,3.33
2024-03-20,6000,19020,-2.76
2024-03-19,6170,60,0.49
2024-03-18,6140,180,-0.16
2024-03-15,6150,3800,-0.49
2024-03-14,6180,2660,3.17
2024-03-13,5990,750,0.0
2024-03-12,5990,720,1.18
2024-03-11,5920,200,-1.0
2024-03-08,5980,30,8.93
2024-03-07,5490,50,-11.02
2024-03-06,6170,860,3.35
2024-03-05,5970,260,0.84
2024-03-04,5920,2360,-0.34
2024-02-29,5940,270,-0.83
2024-02-28,5990,20,-0.17
2024-02-27,6000,90,3.81
2024-02-26,5780,910,0.35
2024-02-23,5760,2410,-3.19
2024-02-22,5950,860,0.85
2024-02-21,5900,320,-1.17
2024-02-20,5970,90,1.19
2024-02-19,5900,100,-0.84
2024-02-16,5950,20,-0.83
2024-02-15,6000,0,3.09
2024-02-14,5820,140,0.34
2024-02-13,5800,560,0.0
2024-02-08,5800,1660,-2.19
2024-02-07,5930,300,-0.17
2024-02-06,5940,400,-3.26
2024-02-05,6140,1680,-3.76
2024-02-02,6380,3460,1.27
2024-02-01,6300,0,0.0
2024-01-31,6300,10,-1.25
2024-01-30,6380,290,-0.16
2024-01-29,6390,0,0.0
2024-01-26,6390,4510,8.31
2024-01-25,5900,3270,2.43
2024-01-24,5760,200,-0.69
2024-01-23,5800,100,0.0
2024-01-22,5800,540,0.17
2024-01-19,5790,160,-1.03
2024-01-18,5850,670,1.74
2024-01-17,5750,70,0.52
2024-01-16,5720,460,-0.17
2024-01-15,5730,120,0.53
2024-01-12,5700,0,-1.04
2024-01-11,5760,590,0.35
2024-01-10,5740,620,0.7
2024-01-09,5700,530,-3.55
2024-01-08,5910,2070,-0.34
2024-01-05,5930,140,0.51
2024-01-04,5900,0,-1.01
2024-01-03,5960,20,-0.5
2024-01-02,5990,1410,-0.83
