transaction_date,closing_price,trading_volume,change
2024-05-08,2330,58300,1.53
2024-05-07,2295,60630,0.44
2024-05-03,2285,111040,-2.35
2024-05-02,2340,61250,0.86
2024-04-30,2320,64260,1.53
2024-04-29,2285,48420,0.88
2024-04-26,2265,84160,-1.09
2024-04-25,2290,24830,-0.22
2024-04-24,2295,104550,3.38
2024-04-23,2220,55980,-1.99
2024-04-22,2265,55610,0.0
2024-04-19,2265,56930,-2.37
2024-04-18,2320,42670,1.53
2024-04-17,2285,59110,0.66
2024-04-16,2270,109850,-3.4
2024-04-15,2350,61250,-3.09
2024-04-12,2425,78000,2.97
2024-04-11,2355,51800,-0.84
2024-04-09,2375,61790,0.0
2024-04-08,2375,223190,-4.04
2024-04-05,2475,79160,-0.2
2024-04-04,2480,137310,-1.39
2024-04-03,2515,127210,-2.14
2024-04-02,2570,139930,-1.72
2024-04-01,2615,69150,0.19
2024-03-29,2610,120780,-0.95
2024-03-28,2635,64300,-0.57
2024-03-27,2650,65390,-0.38
2024-03-26,2660,126130,-2.03
2024-03-25,2715,155320,1.5
2024-03-22,2675,77530,0.94
2024-03-21,2650,111690,2.51
2024-03-20,2585,126910,0.19
2024-03-19,2580,201050,-1.9
2024-03-18,2630,99370,-0.57
2024-03-15,2645,8820,-2.4
2024-03-14,2710,20,-1.63
2024-03-13,2755,206200,-0.18
2024-03-12,2760,183970,-0.54
2024-03-11,2775,0,-1.25
2024-03-08,2810,187190,1.08
2024-03-07,2780,329740,-2.63
2024-03-06,2855,622380,3.07
2024-03-05,2770,393290,-0.36
2024-03-04,2780,341570,-0.71
2024-03-03,2800,0,0.0
2024-02-29,2800,337960,0.36
2024-02-28,2790,602430,0.0
2024-02-27,2790,2870000,-17.7
2024-02-26,3390,1720000,-7.0
2024-02-25,3645,0,0.0
2024-02-23,3645,4490000,13.2
2024-02-22,3220,30,0.0
2024-02-21,3220,276830,-1.23
2024-02-20,3260,0,-2.25
2024-02-19,3335,557540,-1.91
2024-02-18,3400,0,0.0
2024-02-16,3400,793850,-0.44
2024-02-15,3415,4670,3.17
2024-02-14,3310,0,-0.3
2024-02-13,3320,903230,5.23
2024-02-08,3155,257750,0.48
2024-02-07,3140,196720,0.96
2024-02-06,3110,245600,-1.89
2024-02-05,3170,584060,4.62
2024-02-02,3030,293880,-3.5
2024-02-01,3140,100,3.97
2024-01-31,3020,1110,2.03
2024-01-30,2960,372970,3.5
2024-01-29,2860,569690,1.42
2024-01-28,2820,0,0.0
2024-01-26,2820,342540,0.89
2024-01-25,2795,1690,-1.76
2024-01-24,2845,553980,-4.53
2024-01-23,2980,630,-4.18
2024-01-22,3110,155390,-0.48
2024-01-21,3125,0,0.0
2024-01-19,3125,178480,2.46
2024-01-18,3050,371990,-4.39
2024-01-17,3190,518850,0.79
2024-01-16,3165,622860,-4.38
2024-01-15,3310,574340,-5.97
2024-01-14,3520,0,0.0
2024-01-12,3520,455270,-1.4
2024-01-11,3570,160,0.71
2024-01-10,3545,20,3.5
2024-01-09,3425,10,-2.14
2024-01-08,3500,100,6.22
2024-01-05,3295,357380,-3.37
2024-01-04,3410,571460,3.18
2024-01-03,3305,482360,-0.3
2024-01-02,3315,20,8.87
