transaction_date,closing_price,trading_volume,change
2024-05-08,4295,25410,1.42
2024-05-07,4235,27540,-0.7
2024-05-03,4265,21410,0.0
2024-05-02,4265,27180,0.24
2024-04-30,4255,21870,0.24
2024-04-29,4245,20800,1.31
2024-04-26,4190,33910,-0.71
2024-04-25,4220,24730,-1.86
2024-04-24,4300,33180,2.5
2024-04-23,4195,43390,-0.83
2024-04-22,4230,347270,1.32
2024-04-19,4175,26950,-3.02
2024-04-18,4305,25040,4.74
2024-04-17,4110,85780,-3.52
2024-04-16,4260,72300,-3.73
2024-04-15,4425,39110,-0.67
2024-04-12,4455,46200,-0.11
2024-04-11,4460,45080,-0.78
2024-04-09,4495,174350,-0.22
2024-04-08,4505,39350,-1.64
2024-04-05,4580,67840,-2.03
2024-04-04,4675,29960,0.21
2024-04-03,4665,127070,-2.2
2024-04-02,4770,85680,-3.54
2024-04-01,4945,53550,2.38
2024-03-29,4830,54510,0.1
2024-03-28,4825,122470,-2.82
2024-03-27,4965,77260,-2.65
2024-03-26,5100,106600,-1.73
2024-03-25,5190,335570,2.77
2024-03-22,5050,145050,1.51
2024-03-21,4975,100190,1.22
2024-03-20,4915,120590,-1.31
2024-03-19,4980,148690,-2.92
2024-03-18,5130,144420,0.98
2024-03-17,5080,0,-2.5
2024-03-15,5210,52290,0.0
2024-03-14,5210,216670,-2.98
2024-03-13,5370,374430,-0.19
2024-03-12,5380,412750,0.37
2024-03-11,5360,850,3.88
2024-03-10,5160,0,0.0
2024-03-08,5160,853260,-0.77
2024-03-07,5200,300,2.16
2024-03-06,5090,811820,-3.96
2024-03-05,5300,1180,15.22
2024-03-04,4600,224030,-1.08
2024-02-29,4650,548920,-3.53
2024-02-28,4820,2490,11.45
2024-02-27,4325,52690,-0.8
2024-02-26,4360,63240,-0.68
2024-02-23,4390,123030,-3.09
2024-02-22,4530,80200,-1.09
2024-02-21,4580,150250,-1.93
2024-02-20,4670,1440000,3.32
2024-02-19,4520,31250,0.33
2024-02-16,4505,39200,-1.53
2024-02-15,4575,38620,-0.22
2024-02-14,4585,37830,1.78
2024-02-13,4505,34620,1.24
2024-02-08,4450,39220,-0.67
2024-02-07,4480,24630,1.13
2024-02-06,4430,31760,-2.32
2024-02-05,4535,26870,0.0
2024-02-02,4535,51990,1.8
2024-02-01,4455,91360,-1.44
2024-01-31,4520,102190,-3.83
2024-01-30,4700,95540,-1.16
2024-01-29,4755,103480,-2.36
2024-01-28,4870,0,0.0
2024-01-26,4870,161670,2.1
2024-01-25,4770,123320,-1.45
2024-01-24,4840,303640,-2.42
2024-01-23,4960,320,4.64
2024-01-22,4740,508310,-1.35
2024-01-21,4805,0,0.0
2024-01-19,4805,8470000,12.4
2024-01-18,4275,57640,0.71
2024-01-17,4245,80620,-3.63
2024-01-16,4405,702390,-2.54
2024-01-15,4520,114980,-3.11
2024-01-12,4665,201550,-4.6
2024-01-11,4890,436740,3.82
2024-01-10,4710,98510,-2.28
2024-01-09,4820,95650,1.05
2024-01-08,4770,160590,2.8
2024-01-05,4640,398690,1.2
2024-01-04,4585,110590,-2.76
2024-01-03,4715,149620,1.18
2024-01-02,4660,92430,1.08
