transaction_date,closing_price,trading_volume,change
2024-04-30,166300,44200,-0.54
2024-04-29,167200,41270,2.64
2024-04-26,162900,16260,-0.67
2024-04-25,164000,32860,0.92
2024-04-24,162500,36180,-0.73
2024-04-23,163700,15780,-0.43
2024-04-22,164400,41950,3.66
2024-04-19,158600,32659,-1.61
2024-04-18,161200,42550,0.25
2024-04-17,160800,36850,0.31
2024-04-16,160300,34960,-0.37
2024-04-15,160900,59940,1.07
2024-04-12,159200,67820,-2.27
2024-04-11,162900,53690,-1.51
2024-04-09,165400,37620,-0.06
2024-04-08,165500,48410,-2.76
2024-04-05,170200,34490,-1.16
2024-04-04,172200,41580,-2.82
2024-04-03,177200,52310,-0.78
2024-04-02,178600,50130,0.17
2024-04-01,178300,124340,6.58
2024-03-29,167300,36150,-1.76
2024-03-28,170300,102540,3.65
2024-03-27,164300,45170,-0.3
2024-03-26,164800,38690,0.49
2024-03-25,164000,53730,-1.56
2024-03-22,166600,43970,0.73
2024-03-21,165400,61460,-0.24
2024-03-20,165800,26280,-0.12
2024-03-19,166000,24380,-0.66
2024-03-18,167100,27340,-0.42
2024-03-17,167800,10,0.0
2024-03-15,167800,36160,-0.77
2024-03-14,169100,61030,1.87
2024-03-13,166000,15490,-0.06
2024-03-12,166100,19620,0.42
2024-03-11,165400,10,-1.84
2024-03-08,168500,26060,0.0
2024-03-07,168500,14240,-0.06
2024-03-06,168600,28570,-0.59
2024-03-05,169600,10,-1.45
2024-03-04,172100,48250,-1.54
2024-02-29,174800,31660,-1.24
2024-02-28,177000,39730,3.33
2024-02-27,171300,36520,-2.17
2024-02-26,175100,70850,-5.5
2024-02-25,185300,0,0.0
2024-02-23,185300,24570,1.09
2024-02-22,183300,21790,-1.24
2024-02-21,185600,29840,0.16
2024-02-20,185300,30110,-2.22
2024-02-19,189500,48560,2.77
2024-02-16,184400,44440,1.1
2024-02-15,182400,39230,-1.19
2024-02-14,184600,36210,-1.18
2024-02-13,186800,65300,-0.05
2024-02-08,186900,99730,0.81
2024-02-07,185400,30,4.27
2024-02-06,177800,38490,-2.31
2024-02-05,182000,58420,1.17
2024-02-02,179900,87510,0.73
2024-02-01,178600,139960,3.6
2024-01-31,172400,41690,1.06
2024-01-30,170600,0,-0.06
2024-01-29,170700,0,5.31
2024-01-28,162100,0,0.0
2024-01-26,162100,30250,2.47
2024-01-25,158200,29120,0.32
2024-01-24,157700,15980,-0.63
2024-01-23,158700,22190,0.32
2024-01-22,158200,23340,1.28
2024-01-19,156200,25140,0.0
2024-01-18,156200,45000,-1.01
2024-01-17,157800,51120,-2.11
2024-01-16,161200,0,-0.86
2024-01-15,162600,25050,-1.63
2024-01-14,165300,0,0.0
2024-01-12,165300,36550,1.29
2024-01-11,163200,0,0.12
2024-01-10,163000,46940,-1.57
2024-01-09,165600,30820,0.49
2024-01-08,164800,45630,-0.9
2024-01-05,166300,46890,-1.07
2024-01-04,168100,0,-2.27
2024-01-03,172000,36620,-1.21
2024-01-02,174100,0,-0.63
