transaction_date,closing_price,trading_volume,change
2024-05-08,16000,7020,-0.06
2024-05-07,16010,3300,0.06
2024-05-03,16000,6630,-0.06
2024-05-02,16010,6310,0.76
2024-04-30,15890,25460,0.57
2024-04-29,15800,3510,0.51
2024-04-26,15720,5750,0.13
2024-04-25,15700,11750,-0.88
2024-04-24,15840,16530,-0.06
2024-04-23,15850,7590,0.32
2024-04-22,15800,7120,1.28
2024-04-19,15600,10790,-1.02
2024-04-18,15760,35180,-0.13
2024-04-17,15780,3820,0.45
2024-04-16,15710,7660,-0.7
2024-04-15,15820,51690,-2.47
2024-04-12,16220,9120,0.5
2024-04-11,16140,8290,-1.1
2024-04-09,16320,5410,0.0
2024-04-08,16320,4680,0.25
2024-04-05,16280,4220,-0.12
2024-04-04,16300,11700,0.0
2024-04-03,16300,8300,0.0
2024-04-02,16300,9760,-0.61
2024-04-01,16400,27660,-0.06
2024-03-29,16410,13660,-2.03
2024-03-28,16750,11660,-1.41
2024-03-27,16990,10570,0.65
2024-03-26,16880,15110,0.48
2024-03-25,16800,34910,1.57
2024-03-22,16540,15340,0.98
2024-03-21,16380,12520,0.68
2024-03-20,16270,9310,1.37
2024-03-19,16050,15480,-0.99
2024-03-18,16210,11750,-0.25
2024-03-15,16250,220,-0.25
2024-03-14,16290,28910,-0.97
2024-03-13,16450,7970,-1.38
2024-03-12,16680,11540,-0.06
2024-03-11,16690,10,-0.48
2024-03-08,16770,13290,1.88
2024-03-07,16460,7540,-0.42
2024-03-06,16530,4350,-1.08
2024-03-05,16710,21870,1.15
2024-03-04,16520,44640,-3.39
2024-02-29,17100,188260,7.14
2024-02-28,15960,3730,1.14
2024-02-27,15780,10590,-1.38
2024-02-26,16000,3600,-0.37
2024-02-23,16060,11070,-0.25
2024-02-22,16100,6110,-0.43
2024-02-21,16170,5640,0.0
2024-02-20,16170,3720,0.43
2024-02-19,16100,3900,0.69
2024-02-16,15990,4710,-0.37
2024-02-15,16050,15340,-0.62
2024-02-14,16150,3950,0.44
2024-02-13,16080,7020,0.0
2024-02-08,16080,6780,-0.37
2024-02-07,16140,3010,0.06
2024-02-06,16130,5320,-1.1
2024-02-05,16310,5130,0.06
2024-02-02,16300,6680,-0.31
2024-02-01,16350,7320,0.49
2024-01-31,16270,4540,-1.15
2024-01-30,16460,11610,0.37
2024-01-29,16400,7290,0.37
2024-01-26,16340,15740,0.43
2024-01-25,16270,15120,0.81
2024-01-24,16140,16630,0.88
2024-01-23,16000,9890,0.88
2024-01-22,15860,13220,1.15
2024-01-19,15680,6940,0.06
2024-01-18,15670,4170,0.51
2024-01-17,15590,13620,-2.87
2024-01-16,16050,6140,-1.23
2024-01-15,16250,5090,-1.1
2024-01-12,16430,11830,-1.08
2024-01-11,16610,18860,0.54
2024-01-10,16520,5860,0.12
2024-01-09,16500,9970,1.41
2024-01-08,16270,12150,0.49
2024-01-05,16190,10620,0.19
2024-01-04,16160,15220,-1.88
2024-01-03,16470,8380,0.12
2024-01-02,16450,8640,0.3
