transaction_date,closing_price,trading_volume,change
2024-05-08,779,78670,-0.26
2024-05-07,781,67040,-0.64
2024-05-03,786,34530,0.13
2024-05-02,785,62400,1.82
2024-04-30,771,51100,0.78
2024-04-29,765,26930,0.92
2024-04-26,758,61560,0.26
2024-04-25,756,87070,-0.53
2024-04-24,760,67070,-0.65
2024-04-23,765,58490,0.0
2024-04-22,765,50650,0.0
2024-04-19,765,60030,-1.8
2024-04-18,779,36790,1.04
2024-04-17,771,25340,0.0
2024-04-16,771,61060,-0.52
2024-04-15,775,312040,-2.76
2024-04-12,797,47020,0.63
2024-04-11,792,219890,-4.12
2024-04-09,826,83280,0.36
2024-04-08,823,186080,-4.97
2024-04-05,866,113270,-1.59
2024-04-04,880,72870,-0.68
2024-04-03,886,82400,-0.78
2024-04-02,893,229630,-0.67
2024-04-01,899,44950,-0.22
2024-03-29,901,97390,0.11
2024-03-28,900,69280,1.35
2024-03-27,888,79110,0.11
2024-03-26,887,133000,-0.67
2024-03-25,893,120020,1.13
2024-03-22,883,146990,1.15
2024-03-21,873,215010,2.71
2024-03-20,850,196300,1.55
2024-03-19,837,124380,1.21
2024-03-18,827,96430,1.35
2024-03-15,816,29720,-1.69
2024-03-14,830,104850,-0.48
2024-03-13,834,79060,-1.18
2024-03-12,844,107500,-0.82
2024-03-11,851,121520,1.19
2024-03-08,841,202670,3.32
2024-03-07,814,1020000,-10.25
2024-03-06,907,0,-0.87
2024-03-05,915,155590,-1.61
2024-03-04,930,372290,-4.81
2024-02-29,977,95850,-1.01
2024-02-28,987,66420,-0.2
2024-02-27,989,105830,-0.5
2024-02-26,994,87380,-0.2
2024-02-23,996,72600,-1.19
2024-02-22,1008,87860,0.8
2024-02-21,1000,95450,-2.06
2024-02-20,1021,217940,2.1
2024-02-19,1000,74740,1.01
2024-02-16,990,262490,-0.4
2024-02-15,994,242030,-0.2
2024-02-14,996,87480,-0.1
2024-02-13,997,102990,-0.4
2024-02-08,1001,92150,0.1
2024-02-07,1000,61660,0.0
2024-02-06,1000,129880,-0.6
2024-02-05,1006,72160,-1.28
2024-02-02,1019,99470,0.99
2024-02-01,1009,70340,-0.69
2024-01-31,1016,30800,-0.68
2024-01-30,1023,66050,0.2
2024-01-29,1021,56190,-2.2
2024-01-26,1044,63730,-0.19
2024-01-25,1046,145360,2.55
2024-01-24,1020,32150,-0.29
2024-01-23,1023,57860,-0.87
2024-01-22,1032,54570,-0.1
2024-01-19,1033,36530,0.1
2024-01-18,1032,45930,0.39
2024-01-17,1028,150900,-2.56
2024-01-16,1055,86450,0.57
2024-01-15,1049,164100,-2.15
2024-01-12,1072,74060,-1.83
2024-01-11,1092,54050,-0.55
2024-01-10,1098,78510,0.55
2024-01-09,1092,99430,1.68
2024-01-08,1074,104530,0.0
2024-01-05,1074,650230,2.19
2024-01-04,1051,75100,-0.1
2024-01-03,1052,65770,0.48
2024-01-02,1047,84630,0.67
