transaction_date,closing_price,trading_volume,change
2024-05-08,4140,724640,-3.94
2024-05-07,4310,2600000,16.17
2024-05-03,3710,299390,1.92
2024-05-02,3640,574300,1.68
2024-04-30,3580,872800,4.22
2024-04-29,3435,395340,3.46
2024-04-26,3320,209870,2.15
2024-04-25,3250,424880,-2.99
2024-04-24,3350,749860,-6.16
2024-04-23,3570,581090,0.56
2024-04-22,3550,923690,-2.34
2024-04-19,3635,2320000,9.32
2024-04-18,3325,506390,3.26
2024-04-17,3220,587780,5.92
2024-04-16,3040,662510,-5.88
2024-04-15,3230,865900,5.56
2024-04-12,3060,242420,0.99
2024-04-11,3030,143000,1.34
2024-04-09,2990,293460,-2.92
2024-04-08,3080,493070,-3.14
2024-04-05,3180,389010,-1.7
2024-04-04,3235,292610,0.0
2024-04-03,3235,505790,-2.27
2024-04-02,3310,1310000,5.75
2024-04-01,3130,618460,2.12
2024-03-29,3065,1590000,0.99
2024-03-28,3035,498480,0.0
2024-03-27,3035,1010000,-7.19
2024-03-26,3270,6280000,20.0
2024-03-25,2725,1440000,-9.02
2024-03-22,2995,925760,-7.7
2024-03-21,3245,762190,-4.98
2024-03-20,3415,652510,-3.53
2024-03-19,3540,979890,0.71
2024-03-18,3515,534840,-3.3
2024-03-15,3635,914160,-5.58
2024-03-14,3850,60,-1.66
2024-03-13,3915,100,3.3
2024-03-12,3790,2490000,-11.14
2024-03-11,4265,1100000,-4.48
2024-03-08,4465,2460000,4.57
2024-03-07,4270,1700,0.0
2024-03-06,4270,2590,17.31
2024-03-05,3640,7910000,30.0
2024-03-04,2800,1140000,29.93
2024-02-29,2155,98570,-3.36
2024-02-28,2230,97240,0.22
2024-02-27,2225,106880,-2.63
2024-02-26,2285,155320,-1.08
2024-02-23,2310,278140,0.87
2024-02-22,2290,131950,0.66
2024-02-21,2275,101700,0.0
2024-02-20,2275,110530,0.89
2024-02-19,2255,161450,1.58
2024-02-16,2220,164860,-1.11
2024-02-15,2245,78930,0.0
2024-02-14,2245,184790,1.35
2024-02-13,2215,186770,2.55
2024-02-12,2160,0,0.0
2024-02-08,2160,72130,0.7
2024-02-07,2145,0,-2.05
2024-02-06,2190,117030,1.15
2024-02-05,2165,178590,1.64
2024-02-04,2130,0,0.0
2024-02-02,2130,156220,-0.23
2024-02-01,2135,100760,-2.06
2024-01-31,2180,106650,-1.13
2024-01-30,2205,213750,-7.55
2024-01-29,2385,220010,3.25
2024-01-26,2310,189580,1.32
2024-01-25,2280,2000,-0.87
2024-01-24,2300,107550,-1.08
2024-01-23,2325,136160,0.0
2024-01-22,2325,184290,1.97
2024-01-19,2280,139470,1.56
2024-01-18,2245,81450,1.58
2024-01-17,2210,119160,-1.78
2024-01-16,2250,135960,2.27
2024-01-15,2200,94300,0.0
2024-01-12,2200,102970,-3.3
2024-01-11,2275,179940,-1.09
2024-01-10,2300,651900,1.77
2024-01-09,2260,322830,4.39
2024-01-08,2165,85990,1.17
2024-01-05,2140,112940,2.39
2024-01-04,2090,138160,-2.79
2024-01-03,2150,79630,-0.69
2024-01-02,2165,137090,2.36
