transaction_date,closing_price,trading_volume,change
2024-05-08,8880,137090,-1.44
2024-05-07,9010,231200,-3.33
2024-05-03,9320,346480,1.75
2024-05-02,9160,271970,-3.38
2024-04-30,9480,1270000,17.62
2024-04-29,8060,94160,2.28
2024-04-26,7880,70310,2.34
2024-04-25,7700,66020,-0.65
2024-04-24,7750,48180,-2.02
2024-04-23,7910,116310,1.54
2024-04-22,7790,181540,4.85
2024-04-19,7430,71750,0.13
2024-04-18,7420,110410,3.92
2024-04-17,7140,60060,4.23
2024-04-16,6850,44520,-6.16
2024-04-15,7300,43350,-0.82
2024-04-12,7360,75300,3.66
2024-04-11,7100,73220,-2.74
2024-04-09,7300,163210,1.25
2024-04-08,7210,123430,-3.35
2024-04-05,7460,315070,-1.19
2024-04-04,7550,163760,-5.15
2024-04-03,7960,99580,1.79
2024-04-02,7820,208160,-6.46
2024-04-01,8360,135080,-2.22
2024-03-29,8550,297890,9.9
2024-03-28,7780,155230,-3.47
2024-03-27,8060,293940,4.68
2024-03-26,7700,308780,2.67
2024-03-25,7500,539460,15.92
2024-03-22,6470,157540,2.86
2024-03-21,6290,211990,6.43
2024-03-20,5910,96860,2.07
2024-03-19,5790,278400,-9.39
2024-03-18,6390,620430,16.82
2024-03-15,5470,353340,0.55
2024-03-14,5440,301670,-7.01
2024-03-13,5850,155560,1.21
2024-03-12,5780,101510,1.76
2024-03-11,5680,158610,4.6
2024-03-10,5430,0,0.0
2024-03-08,5430,141740,10.48
2024-03-07,4915,214960,-6.74
2024-03-06,5270,129400,-2.23
2024-03-05,5390,57750,-3.75
2024-03-04,5600,156610,-3.45
2024-02-29,5800,23420,-0.17
2024-02-28,5810,41930,-3.17
2024-02-27,6000,58210,-0.99
2024-02-26,6060,47010,0.17
2024-02-23,6050,80740,1.68
2024-02-22,5950,101860,0.34
2024-02-20,5930,52200,-1.66
2024-02-19,6030,64800,-3.37
2024-02-16,6240,54330,0.48
2024-02-15,6210,49490,-3.27
2024-02-14,6420,122480,2.72
2024-02-13,6250,82130,3.31
2024-02-08,6050,38450,0.33
2024-02-07,6030,28520,3.97
2024-02-06,5800,73870,0.0
2024-02-05,5800,11150,0.35
2024-02-02,5780,16000,0.0
2024-02-01,5780,51450,-2.03
2024-01-31,5900,70390,-2.48
2024-01-30,6050,45680,0.0
2024-01-29,6050,115030,0.17
2024-01-26,6040,35750,0.0
2024-01-25,6040,33400,-3.51
2024-01-24,6260,48740,-2.34
2024-01-23,6410,65580,7.55
2024-01-22,5960,17810,0.0
2024-01-19,5960,80660,0.51
2024-01-18,5930,36380,0.17
2024-01-17,5920,28140,-1.82
2024-01-16,6030,90870,2.55
2024-01-15,5880,192340,-7.26
2024-01-12,6340,117050,-2.16
2024-01-11,6480,73120,-1.37
2024-01-10,6570,62760,0.15
2024-01-09,6560,42290,0.46
2024-01-08,6530,82290,-0.76
2024-01-07,6580,0,0.0
2024-01-05,6580,61010,-3.94
2024-01-04,6850,56530,1.18
2024-01-03,6770,40460,-2.17
2024-01-02,6920,47500,-2.81
