transaction_date,closing_price,trading_volume,change
2024-05-08,16850,47800,0.3
2024-05-07,16800,171670,-1.12
2024-05-03,16990,138300,2.6
2024-05-02,16560,99170,0.49
2024-04-30,16480,97120,-0.72
2024-04-29,16600,126760,1.97
2024-04-26,16280,98620,2.13
2024-04-25,15940,71510,-2.27
2024-04-24,16310,96970,-0.37
2024-04-23,16370,74410,0.31
2024-04-22,16320,127830,1.62
2024-04-19,16060,124810,-1.35
2024-04-18,16280,96780,3.5
2024-04-17,15730,67020,-0.06
2024-04-16,15740,71150,-0.88
2024-04-15,15880,72670,-1.37
2024-04-12,16100,70070,-0.74
2024-04-11,16220,94130,0.75
2024-04-09,16100,81780,-0.74
2024-04-08,16220,208270,-1.93
2024-04-05,16540,122180,-0.48
2024-04-04,16620,167540,-0.84
2024-04-03,16760,136670,0.18
2024-04-02,16730,136070,-1.12
2024-04-01,16920,179400,1.44
2024-03-29,16680,176000,-2.34
2024-03-28,17080,214890,0.95
2024-03-27,16920,205630,-0.41
2024-03-26,16990,188680,-0.93
2024-03-25,17150,234180,2.82
2024-03-22,16680,250650,2.52
2024-03-21,16270,210560,0.0
2024-03-20,16270,155310,1.5
2024-03-19,16030,67790,-0.87
2024-03-18,16170,131700,1.89
2024-03-17,15870,0,-0.81
2024-03-15,16000,6880,0.0
2024-03-14,16000,127740,-0.87
2024-03-13,16140,126810,0.88
2024-03-12,16000,104340,0.25
2024-03-11,15960,109500,0.5
2024-03-10,15880,0,0.0
2024-03-08,15880,89000,1.28
2024-03-07,15680,184410,-1.07
2024-03-06,15850,195610,0.06
2024-03-05,15840,485120,-1.8
2024-03-04,16130,492440,-2.3
2024-02-29,16510,225260,-0.6
2024-02-28,16610,297400,0.0
2024-02-27,16610,2000,-9.68
2024-02-26,18390,294250,2.0
2024-02-25,18030,0,0.0
2024-02-23,18030,232510,2.39
2024-02-22,17610,224060,-1.51
2024-02-21,17880,216730,-3.09
2024-02-20,18450,153690,-1.44
2024-02-19,18720,40,-0.69
2024-02-16,18850,238010,-0.37
2024-02-15,18920,0,4.7
2024-02-14,18070,50,1.23
2024-02-13,17850,111110,1.36
2024-02-08,17610,109010,-0.23
2024-02-07,17650,131980,-0.79
2024-02-06,17790,143630,-0.06
2024-02-05,17800,60,2.12
2024-02-02,17430,308160,-1.47
2024-02-01,17690,257390,-1.23
2024-01-31,17910,160,-2.56
2024-01-30,18380,145860,1.1
2024-01-29,18180,234950,-1.94
2024-01-28,18540,0,0.0
2024-01-26,18540,371040,4.16
2024-01-25,17800,174160,0.85
2024-01-24,17650,198860,-1.45
2024-01-23,17910,199420,2.11
2024-01-22,17540,155710,0.29
2024-01-19,17490,227790,2.04
2024-01-18,17140,200220,-0.29
2024-01-17,17190,0,-4.34
2024-01-16,17970,0,-2.76
2024-01-15,18480,216040,-0.91
2024-01-12,18650,551380,1.97
2024-01-11,18290,196930,-0.27
2024-01-10,18340,527560,0.33
2024-01-09,18280,10,2.01
2024-01-08,17920,627600,6.79
2024-01-05,16780,277780,-0.36
2024-01-04,16840,40,-0.12
2024-01-03,16860,160,4.33
2024-01-02,16160,137980,0.0
