transaction_date,closing_price,trading_volume,change
2024-05-08,4230,280780,1.93
2024-05-07,4150,67880,0.24
2024-05-03,4140,59700,0.49
2024-05-02,4120,55480,0.0
2024-04-30,4120,56140,0.0
2024-04-29,4120,66580,0.61
2024-04-26,4095,81190,0.37
2024-04-25,4080,73140,-0.49
2024-04-24,4100,86970,0.99
2024-04-23,4060,91350,0.5
2024-04-22,4040,126230,2.93
2024-04-19,3925,168730,-3.33
2024-04-18,4060,86320,1.0
2024-04-17,4020,83070,0.63
2024-04-16,3995,248800,-3.15
2024-04-15,4125,104540,0.0
2024-04-12,4125,73620,0.61
2024-04-11,4100,52800,-1.09
2024-04-09,4145,67020,-0.36
2024-04-08,4160,88930,0.0
2024-04-05,4160,81360,-0.95
2024-04-04,4200,79220,0.12
2024-04-03,4195,96300,-0.59
2024-04-02,4220,220090,-2.54
2024-04-01,4330,108600,1.76
2024-03-29,4255,78470,0.12
2024-03-28,4250,252970,-3.3
2024-03-27,4395,185620,-1.79
2024-03-26,4475,223040,1.7
2024-03-25,4400,197440,-1.35
2024-03-22,4460,556010,1.71
2024-03-21,4385,140450,0.0
2024-03-20,4385,107980,-0.34
2024-03-19,4400,175900,0.8
2024-03-18,4365,164820,-0.11
2024-03-17,4370,0,0.0
2024-03-15,4370,100,-0.46
2024-03-14,4390,140,-1.9
2024-03-13,4475,925910,3.35
2024-03-12,4330,180730,1.05
2024-03-11,4285,570,-2.28
2024-03-08,4385,255400,-1.46
2024-03-07,4450,2630,1.25
2024-03-06,4395,451630,-0.79
2024-03-05,4430,3110,7.13
2024-03-04,4135,164470,-1.66
2024-02-29,4205,193660,-2.89
2024-02-28,4330,580,4.84
2024-02-27,4130,89630,0.36
2024-02-26,4115,54180,-0.48
2024-02-23,4135,139960,-1.9
2024-02-22,4215,127680,1.32
2024-02-21,4160,177630,-2.92
2024-02-20,4285,107280,0.12
2024-02-19,4280,121620,-1.04
2024-02-16,4325,168020,0.23
2024-02-15,4315,171070,2.13
2024-02-14,4225,124450,0.12
2024-02-13,4220,84970,2.68
2024-02-08,4110,67770,-0.36
2024-02-07,4125,127790,-1.32
2024-02-06,4180,107680,-1.3
2024-02-05,4235,145490,-3.09
2024-02-02,4370,175820,0.34
2024-02-01,4355,193450,2.47
2024-01-31,4250,219650,-2.97
2024-01-30,4380,100,1.04
2024-01-29,4335,365110,-3.45
2024-01-26,4490,379860,-1.86
2024-01-25,4575,40,-0.87
2024-01-24,4615,1030000,2.33
2024-01-23,4510,1180000,5.5
2024-01-22,4275,247180,3.14
2024-01-19,4145,155050,0.73
2024-01-18,4115,102740,1.11
2024-01-17,4070,172270,-2.75
2024-01-16,4185,130080,0.72
2024-01-15,4155,228470,-2.69
2024-01-12,4270,384890,-4.9
2024-01-11,4490,356290,0.34
2024-01-10,4475,516330,1.24
2024-01-09,4420,300,2.55
2024-01-08,4310,120,-1.15
2024-01-07,4360,0,0.0
2024-01-05,4360,760830,1.87
2024-01-04,4280,378900,-1.72
2024-01-03,4355,149040,0.0
2024-01-02,4355,150880,2.11
